"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
44,3328,13.34,1.0,Louis François MENDY,02 MAR 1999,SEN,1,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1189
45,3328,13.34,1.6,Orlando BENNETT,12 OCT 1999,JAM,7,"Icahn Stadium, New York, NY (USA)",24 JUN 2023,1189
46,3547,13.35,1.4,Renaldo NEHEMIAH,24 MAR 1959,USA,1sf1,"Westwood, CA (USA)",08 JUN 1978,1187
47,3547,13.35,0.4,Greg FOSTER,04 AUG 1958,USA,2,Köln (GER),10 AUG 1980,1187
48,3547,13.35,0.0,Greg FOSTER,04 AUG 1958,USA,1,Stuttgart (GER),29 AUG 1982,1187
49,3547,13.35,2.0,Arto BRYGGARE,26 MAY 1958,FIN,1h1,"Memorial Coliseum, Los Angeles, CA (USA)",05 AUG 1984,1187
50,3547,13.35,0.0,André PHILLIPS,05 SEP 1959,USA,2,"Olympiastadion, Berlin (GER)",23 AUG 1985,1187
51,3547,13.35,1.1,André PHILLIPS,05 SEP 1959,USA,2,Köln (GER),25 AUG 1985,1187
52,3547,13.35,-1.1,Mark MCKOY,10 DEC 1961,CAN,1,Papeete (PYF),27 MAR 1986,1193
53,3547,13.35,-1.2,Anthony CAMPBELL,14 JUN 1960,USA,1,Bruxelles (BEL),11 SEP 1987,1194
54,3547,13.35,-1.1,Mark MCKOY,10 DEC 1961,CAN,1,Monaco (MON),19 SEP 1987,1193
55,3547,13.35,1.1,Roger KINGDOM,26 AUG 1962,USA,1h1,"Indianapolis, IN (USA)",22 JUL 1988,1187
56,3547,13.35,-0.3,Anthony CAMPBELL,14 JUN 1960,USA,1qf1,"Indianapolis, IN (USA)",22 JUL 1988,1188
57,3547,13.35,1.8,Roger KINGDOM,26 AUG 1962,USA,1,"Irvine, CA (USA)",04 JUN 1989,1187
58,3547,13.35,-0.7,Arthur BLAKE,19 AUG 1966,USA,2sf2,"Houston, TX (USA)",16 JUN 1989,1191
59,3547,13.35,-0.5,Roger KINGDOM,26 AUG 1962,USA,1,Oslo (NOR),01 JUL 1989,1190
60,3547,13.35,-0.1,Anthony JARRETT,13 AUG 1968,GBR,6f1,"Letzigrund, Zürich (SUI)",16 AUG 1989,1187
61,3547,13.35,-0.4,Arthur BLAKE,19 AUG 1966,USA,1,Praha (TCH),25 JUN 1990,1189
62,3547,13.35,0.1,Tomasz NAGÓRKA,02 OCT 1967,POL,1,Pila (POL),15 JUL 1990,1187
63,3547,13.35,0.4,Renaldo NEHEMIAH,24 MAR 1959,USA,1,Udine (ITA),21 JUL 1990,1187
64,3547,13.35,0.3,Anthony JARRETT,13 AUG 1968,GBR,1,Gateshead (GBR),17 AUG 1990,1187
65,3547,13.35,0.3,Arthur BLAKE,19 AUG 1966,USA,2,Gateshead (GBR),17 AUG 1990,1187
66,3547,13.35,1.2,Anthony DEES,06 AUG 1963,USA,2,Lappeenranta (FIN),09 JUL 1991,1187
67,3547,13.35,0.5,Renaldo NEHEMIAH,24 MAR 1959,USA,4,Roma (ITA),17 JUL 1991,1187
68,3547,13.35,-1.4,Anthony JARRETT,13 AUG 1968,GBR,2,Edinburgh (GBR),19 JUN 1992,1195
69,3547,13.35,1.7,Dan PHILIBERT,06 AUG 1970,FRA,1,Narbonne (FRA),28 JUN 1992,1187
70,3547,13.35,-1.0,Colin JACKSON,18 FEB 1967,GBR,1,Stockholm (SWE),02 JUL 1992,1193
71,3547,13.35,-0.3,Mark CREAR,02 OCT 1968,USA,1,San José (USA),29 MAY 1993,1188
72,3547,13.35,0.0,Anthony JARRETT,13 AUG 1968,GBR,3,Oslo (NOR),10 JUL 1993,1187
73,3547,13.35,1.9,Glenn TERRY,10 FEB 1971,USA,1h1,"Buffalo, NY (USA)",16 JUL 1993,1187
74,3547,13.35,0.0,Colin JACKSON,18 FEB 1967,GBR,3,"Olympiastadion, Berlin (GER)",27 AUG 1993,1187
75,3547,13.35,1.2,Anthony DEES,06 AUG 1963,USA,4,Bruxelles (BEL),03 SEP 1993,1187
76,3547,13.35,-0.1,Anthony JARRETT,13 AUG 1968,GBR,2,London (GBR),10 SEP 1993,1187
77,3547,13.35,0.0,Tong LI,06 MAY 1967,CHN,1,Bellinzona (SUI),25 JUN 1994,1187
78,3547,13.35,1.9,Florian SCHWARTHOFF,07 MAY 1968,GER,1,Birmingham (GBR),26 JUN 1994,1187
79,3547,13.35,0.5,Courtney HAWKINS,11 JUL 1967,USA,1,Luzern (SUI),29 JUN 1994,1187
80,3547,13.35,-1.1,Colin JACKSON,18 FEB 1967,GBR,1,Wrexham (GBR),03 JUL 1994,1193
81,3547,13.35,-0.3,Anthony JARRETT,13 AUG 1968,GBR,2,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1188
82,3547,13.35,-1.9,Emilio VALLE,21 APR 1967,CUB,3,St. Petersburg (RUS),28 JUL 1994,1198
83,3547,13.35,1.3,Florian SCHWARTHOFF,07 MAY 1968,GER,5,Sheffield (GBR),04 SEP 1994,1187
84,3547,13.35,0.6,Roger KINGDOM,26 AUG 1962,USA,1,Bratislava (SVK),30 MAY 1995,1187
85,3547,13.35,-1.0,Colin JACKSON,18 FEB 1967,GBR,2,Nice (FRA),12 JUL 1995,1193
86,3547,13.35,-1.0,Courtney HAWKINS,11 JUL 1967,USA,3,Nice (FRA),12 JUL 1995,1193
87,3547,13.35,0.4,Roger KINGDOM,26 AUG 1962,USA,1h4,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1187
88,3547,13.35,0.0,Kyle VANDER-KUYP,30 MAY 1971,AUS,2,Brisbane (AUS),14 MAR 1996,1187
89,3547,13.35,0.8,Eugene SWIFT,14 SEP 1964,USA,2,"Modesto, CA (USA)",11 MAY 1996,1187
90,3547,13.35,0.8,Larry HARRINGTON,24 NOV 1970,USA,3,"Modesto, CA (USA)",11 MAY 1996,1187
91,3547,13.35,1.7,Robert READING,09 JUN 1967,USA,3,"Eugene, OR (USA)",26 MAY 1996,1187
92,3547,13.35,0.2,Anthony JARRETT,13 AUG 1968,GBR,2,Berlin (GER),30 AUG 1996,1187
93,3547,13.35,-0.3,Igor KOVÁČ,12 MAY 1969,SVK,1,Stellenbosch (RSA),14 MAR 1997,1188
94,3547,13.35,-0.2,Florian SCHWARTHOFF,07 MAY 1968,GER,3,"Stadio Olimpico, Roma (ITA)",05 JUN 1997,1188
95,3547,13.35,-0.4,Anthony JARRETT,13 AUG 1968,GBR,1h4,"Olympic Stadium, Athina (GRE)",05 AUG 1997,1189
96,3547,13.35,1.1,Mark CREAR,02 OCT 1968,USA,3sf2,"Olympic Stadium, Athina (GRE)",06 AUG 1997,1187
97,3547,13.35,-0.5,Anthony JARRETT,13 AUG 1968,GBR,2,"Olympiastadion, Berlin (GER)",26 AUG 1997,1190
98,3547,13.35,1.7,Mark CREAR,02 OCT 1968,USA,1,St-Denis (FRA),04 JUN 1998,1187
99,3547,13.35,-0.6,Courtney HAWKINS,11 JUL 1967,USA,3,Luzern (SUI),02 JUL 1998,1190
0,3547,13.35,-0.7,Courtney HAWKINS,11 JUL 1967,USA,1,Formia (ITA),12 JUL 1998,1191
1,3547,13.35,-0.3,Jack PIERCE,23 SEP 1962,USA,6f1,Zürich (SUI),12 AUG 1998,1188
2,3547,13.35,0.2,Terrence TRAMMELL,23 NOV 1978,USA,1,"Clemson, SC (USA)",03 APR 1999,1187
3,3547,13.35,-2.1,Robin KORVING,29 JUL 1974,NED,1,"FBK Stadium, Hengelo (NED)",30 MAY 1999,1199
4,3547,13.35,-0.3,Florian SCHWARTHOFF,07 MAY 1968,GER,7f2,Athina (GRE),16 JUN 1999,1188
5,3547,13.35,-0.8,Florian SCHWARTHOFF,07 MAY 1968,GER,3,Ingolstadt (GER),11 JUL 1999,1191
6,3547,13.35,-0.8,Falk BALZER,14 DEC 1973,GER,4,Ingolstadt (GER),11 JUL 1999,1191
7,3547,13.35,0.5,Jonathan N'SENGA,21 APR 1973,BEL,3,Linz (AUT),26 JUL 1999,1187
8,3547,13.35,1.4,Peter COGHLAN,27 MAR 1975,IRL,2,Chania (GRE),28 JUL 1999,1187
9,3547,13.35,-1.0,Anier GARCÍA,09 MAR 1976,CUB,5f1,Zürich (SUI),11 AUG 1999,1193
10,3547,13.35,-0.4,Falk BALZER,14 DEC 1973,GER,1h4,"La Cartuja, Sevilla (ESP)",23 AUG 1999,1189
11,3547,13.35,0.1,Yoel HERNÁNDEZ,12 DEC 1977,CUB,1qf4,"La Cartuja, Sevilla (ESP)",23 AUG 1999,1187
12,3547,13.35,0.0,Peter COGHLAN,27 MAR 1975,IRL,5sf1,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1187
13,3547,13.35,1.2,Colin JACKSON,18 FEB 1967,GBR,1,Glasgow (GBR),03 SEP 1999,1187
14,3547,13.35,0.3,Anier GARCÍA,09 MAR 1976,CUB,4,Bruxelles (BEL),03 SEP 1999,1187
15,3547,13.35,0.6,Staņislavs OLIJARS,22 MAR 1979,LAT,1,Kaunas (LTU),09 JUL 2000,1187
16,3547,13.35,0.2,Allen JOHNSON,01 MAR 1971,USA,1,"Crystal Palace, London (GBR)",05 AUG 2000,1187
17,3547,13.35,0.4,Dudley DORIVAL,01 SEP 1975,HAI,3sf1,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1187
18,3547,13.35,-1.3,Anier GARCÍA,09 MAR 1976,CUB,1,"Stadion Rošický, Praha (CZE)",18 JUN 2001,1194
19,3547,13.35,1.4,Terrence TRAMMELL,23 NOV 1978,USA,h,"Eugene, OR (USA)",23 JUN 2001,1187
20,3547,13.35,1.1,Anier GARCÍA,09 MAR 1976,CUB,1,Rethymno (GRE),01 JUL 2001,1187
21,3547,13.35,0.8,Shaun BOWNES,24 OCT 1970,RSA,1,Zagreb (CRO),02 JUL 2001,1187
22,3547,13.35,0.8,Larry WADE,22 NOV 1974,USA,2,Zagreb (CRO),02 JUL 2001,1187
23,3547,13.35,1.7,Robert KRONBERG,15 AUG 1976,SWE,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1187
24,3547,13.35,1.6,Ron BRAMLETT,22 OCT 1979,USA,1h1,"Atlanta, GA (USA)",18 MAY 2002,1187
25,3547,13.35,1.3,Allen JOHNSON,01 MAR 1971,USA,1h3,"Palo Alto, CA (USA)",22 JUN 2002,1187
26,3547,13.35,0.7,Andrea GIACONI,11 APR 1974,ITA,3,"Parc des Sports, Annecy (FRA)",23 JUN 2002,1187
27,3547,13.35,0.4,Shaun BOWNES,24 OCT 1970,RSA,1,Manchester (GBR),30 JUL 2002,1187
28,3547,13.35,-1.4,Anier GARCÍA,09 MAR 1976,CUB,2,Yokohama (JPN),16 SEP 2002,1195
29,3547,13.35,1.3,Staņislavs OLIJARS,22 MAR 1979,LAT,1,Durban (RSA),11 APR 2003,1187
30,3547,13.35,-1.1,Chris PHILLIPS,24 JUL 1972,USA,1,Cottbus (GER),04 JUN 2003,1193
31,3547,13.35,-0.1,Ryan WILSON,19 DEC 1980,USA,1,"Sacramento, CA (USA)",14 JUN 2003,1187
32,3547,13.35,1.0,Dominique ARNOLD,14 SEP 1973,USA,1,"Walnut, CA (USA)",13 JUL 2003,1187
33,3547,13.35,0.7,Larry WADE,22 NOV 1974,USA,1sf2,Santo Domingo (DOM),08 AUG 2003,1187
34,3547,13.35,-0.2,Yuniel HERNÁNDEZ,28 MAR 1981,CUB,1,Santo Domingo (DOM),09 AUG 2003,1188
35,3547,13.35,-0.2,Larry WADE,22 NOV 1974,USA,2,Santo Domingo (DOM),09 AUG 2003,1188
36,3547,13.35,-0.6,Redelén MELO DOS SANTOS,24 APR 1976,BRA,1,Ibirapuita (BRA),06 SEP 2003,1190
37,3547,13.35,1.6,Chris PHILLIPS,24 JUL 1972,USA,1,Rieti (ITA),07 SEP 2003,1187
38,3547,13.35,1.7,Anwar MOORE,05 MAR 1979,USA,3,"Modesto, CA (USA)",08 MAY 2004,1187
39,3547,13.35,0.2,Ladji DOUCOURÉ,28 MAR 1983,FRA,1,Sotteville-lès-Rouen (FRA),17 JUL 2004,1187
40,3547,13.35,1.3,Joel BROWN,31 JAN 1980,USA,1h1,Leverkusen (GER),01 AUG 2004,1187
41,3547,13.35,1.3,Charles ALLEN,29 MAR 1977,CAN,2h3,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1187
42,3547,13.35,1.0,Dominique ARNOLD,14 SEP 1973,USA,1,"Walnut, CA (USA)",17 APR 2005,1187
43,3547,13.35,0.0,Arend WATKINS,23 OCT 1979,USA,2,"Palo Alto, CA (USA)",30 MAY 2005,1187
44,3547,13.35,0.7,Redelén MELO DOS SANTOS,24 APR 1976,BRA,2,São Paulo (BRA),19 JUN 2005,1187
45,3547,13.35,0.2,Antwon HICKS,12 MAR 1983,USA,6,"Carson, CA (USA)",24 JUN 2005,1187
46,3547,13.35,0.0,Terrence TRAMMELL,23 NOV 1978,USA,4,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1187
47,3547,13.35,-0.5,Ladji DOUCOURÉ,28 MAR 1983,FRA,1sf1,"Olympiastadion, Helsinki (FIN)",11 AUG 2005,1190
48,3547,13.35,0.0,David PAYNE,24 JUL 1982,USA,1,"FBK Stadium, Hengelo (NED)",28 MAY 2006,1187
49,3547,13.35,1.3,Staņislavs OLIJARS,22 MAR 1979,LAT,1,"Stadion Juliska, Praha (CZE)",05 JUN 2006,1187
50,3547,13.35,-1.0,Dominique ARNOLD,14 SEP 1973,USA,1h,"Indianapolis, IN (USA)",24 JUN 2006,1193
51,3547,13.35,0.0,Dayron ROBLES,19 NOV 1986,CUB,1,Salamanca (ESP),05 JUL 2006,1187
52,3547,13.35,0.0,Robby HUGHES,10 OCT 1978,USA,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1187
53,3547,13.35,0.3,David OLIVER,24 APR 1982,USA,1,Naimette-Xhovémont (BEL),19 JUL 2006,1187
54,3547,13.35,-0.9,Maurice WIGNALL,17 APR 1976,JAM,7f1,Zürich (SUI),18 AUG 2006,1192
55,3547,13.35,0.0,David OLIVER,24 APR 1982,USA,2,Banská Bystrica (SVK),27 AUG 2006,1187
56,3547,13.35,0.0,Joel BROWN,31 JAN 1980,USA,2,Dubnica nad Váhom (SVK),29 AUG 2006,1187
57,3547,13.35,,Joel BROWN,31 JAN 1980,USA,1,Königs Wusterhausen (GER),01 SEP 2006,1187
58,3547,13.35,0.7,Dayron ROBLES,19 NOV 1986,CUB,1,Camagüey (CUB),16 MAR 2007,1187
59,3547,13.35,0.4,Ladji DOUCOURÉ,28 MAR 1983,FRA,1,"Olympiastadion, München (GER)",24 JUN 2007,1187
60,3547,13.35,-0.6,Dominique ARNOLD,14 SEP 1973,USA,2sf1,"Indianapolis, IN (USA)",24 JUN 2007,1190
61,3547,13.35,-0.9,Anwar MOORE,05 MAR 1979,USA,4sf2,"Indianapolis, IN (USA)",24 JUN 2007,1192
62,3547,13.35,-0.7,Eric MITCHUM,02 AUG 1984,USA,1,Cuxhaven (GER),14 JUL 2007,1191
63,3547,13.35,-0.7,Serhiy DEMIDYUK,05 JUN 1982,UKR,2,Cuxhaven (GER),14 JUL 2007,1191
64,3547,13.35,-1.1,Dexter FAULK,14 APR 1984,USA,1,San Salvador (ESA),14 JUL 2007,1193
65,3547,13.35,-0.5,Anwar MOORE,05 MAR 1979,USA,3,"EIS Don Valley Stadium, Sheffield (GBR)",15 JUL 2007,1190
66,3547,13.35,0.5,Serhiy DEMIDYUK,05 JUN 1982,UKR,3,Kaunas (LTU),25 JUL 2007,1187
67,3547,13.35,1.6,Jackson QUIÑÓNEZ,12 JUN 1980,ESP,4,Zaragoza (ESP),28 JUL 2007,1187
68,3547,13.35,-0.8,Aries MERRITT,24 JUL 1985,USA,2,"Crystal Palace, London (GBR)",03 AUG 2007,1191
69,3547,13.35,-0.3,Serhiy DEMIDYUK,05 JUN 1982,UKR,2sf2,"Yanmar Stadium Nagai, Osaka (JPN)",30 AUG 2007,1188
70,3547,13.35,0.9,Eric MITCHUM,02 AUG 1984,USA,3,Fort-de-France (FRA),08 MAY 2008,1187
71,3547,13.35,0.4,Marcel VAN DER WESTEN,01 AUG 1976,NED,1,Kassel (GER),06 JUN 2008,1187
72,3547,13.35,0.7,Aubrey HERRING,19 SEP 1978,USA,3h1,"Clermont, FL (USA)",14 JUN 2008,1187
73,3547,13.35,0.2,Terrence TRAMMELL,23 NOV 1978,USA,4,Stockholm (SWE),22 JUL 2008,1187
74,3547,13.35,0.1,David PAYNE,24 JUL 1982,USA,1,Ponce (PUR),16 MAY 2009,1187
75,3547,13.35,0.1,Antwon HICKS,12 MAR 1983,USA,4f1,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1187
76,3547,13.35,0.5,Alexander JOHN,03 MAY 1986,GER,1h1,Mannheim (GER),13 JUN 2009,1187
77,3547,13.35,0.5,Ryan BRATHWAITE,06 JUN 1988,BAR,1h4,"Olympiastadion, Berlin (GER)",19 AUG 2009,1187
78,3547,13.35,0.0,Ryan BRATHWAITE,06 JUN 1988,BAR,1,Zagreb (CRO),31 AUG 2009,1187
79,3547,13.35,1.9,Joel BROWN,31 JAN 1980,USA,1,Paris (FRA),09 SEP 2009,1187
80,3547,13.35,1.7,Artur NOGA,02 MAY 1988,POL,1,Szczecin (POL),15 SEP 2009,1187
81,3547,13.35,1.7,Barrett NUGENT,29 JAN 1990,USA,5,"Drake Stadium, Des Moines, IA (USA)",27 JUN 2010,1187
82,3547,13.35,1.6,Ryan BRATHWAITE,06 JUN 1988,BAR,1h2,Mayagüez (PUR),25 JUL 2010,1187
83,3547,13.35,1.3,Dwight THOMAS,23 SEP 1980,JAM,1f2,Luzern (SUI),08 AUG 2010,1187
84,3547,13.35,1.9,Antwon HICKS,12 MAR 1983,USA,1,"Lawrence, KS (USA)",23 APR 2011,1187
85,3547,13.35,1.9,Omoghan OSAGHAE,18 MAY 1988,USA,1,"Philadelphia, PA (USA)",30 APR 2011,1187
86,3547,13.35,0.7,Dayron ROBLES,19 NOV 1986,CUB,1,Baie Mahault (FRA),07 MAY 2011,1187
87,3547,13.35,0.3,Joel BROWN,31 JAN 1980,USA,4f1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1187
88,3547,13.35,1.8,Ashton EATON,21 JAN 1988,USA,5,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1187
89,3547,13.35,0.2,Jason RICHARDSON,04 APR 1986,USA,1,Strasbourg (FRA),12 JUN 2011,1187
90,3547,13.35,0.8,Konstantin SHABANOV,17 NOV 1989,RUS,1,Yerino (RUS),24 JUN 2011,1187
91,3547,13.35,-0.4,Tyron AKINS,06 JAN 1986,USA,1f1,Sotteville-lès-Rouen (FRA),02 JUL 2011,1189
92,3547,13.35,-0.5,Dexter FAULK,14 APR 1984,USA,4,Padova (ITA),17 JUL 2011,1190
93,3547,13.35,0.1,Aries MERRITT,24 JUL 1985,USA,4,"Letzigrund, Zürich (SUI)",08 SEP 2011,1187
94,3547,13.35,1.9,Devon HILL,26 OCT 1989,USA,1,"Charlottesville, VA (USA)",21 APR 2012,1187
95,3547,13.35,1.3,Andrew POZZI,15 MAY 1992,GBR,1,London (GBR),07 MAY 2012,1187
96,3547,13.35,1.4,Ryan WILSON,19 DEC 1980,USA,3f1,"Mestský Stadion, Ostrava (CZE)",25 MAY 2012,1187
97,3547,13.35,-1.0,Jeff PORTER,27 NOV 1985,USA,1,Montreuil-sous-Bois (FRA),05 JUN 2012,1193
98,3547,13.35,-0.4,Emanuele ABATE,08 JUL 1985,ITA,1,Bellinzona (SUI),05 JUN 2012,1189
99,3547,13.35,0.9,Orlando ORTEGA,29 JUL 1991,CUB,3,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1187
0,3547,13.35,-1.6,Jeff PORTER,27 NOV 1985,USA,2h1,"Hayward Field, Eugene, OR (USA)",29 JUN 2012,1196
1,3547,13.35,0.1,David PAYNE,24 JUL 1982,USA,3f2,Luzern (SUI),17 JUL 2012,1187
2,3547,13.35,0.7,Alexander JOHN,03 MAY 1986,GER,1sr1,Weinheim (GER),27 JUL 2012,1187
3,3547,13.35,0.1,Emanuele ABATE,08 JUL 1985,ITA,4sf3,"Olympic Stadium, London (GBR)",08 AUG 2012,1187
4,3547,13.35,-0.2,Antwon HICKS,12 MAR 1983,USA,1,"Coral Gables, FL (USA)",23 MAR 2013,1188
5,3547,13.35,-0.5,David OLIVER,24 APR 1982,USA,4,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1190
6,3547,13.35,0.9,Jeff PORTER,27 NOV 1985,USA,7,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1187
7,3547,13.35,1.1,Andrew RILEY,06 SEP 1988,JAM,1,Kingston (JAM),22 JUN 2013,1187
8,3547,13.35,1.8,Omoghan OSAGHAE,18 MAY 1988,USA,3,Sotteville-lès-Rouen (FRA),08 JUL 2013,1187
9,3547,13.35,-0.3,Artur NOGA,02 MAY 1988,POL,6sf2,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,1188
10,3547,13.35,0.1,Sergey SHUBENKOV,04 OCT 1990,RUS,2,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1187
11,3547,13.35,0.3,Dayron ROBLES,19 NOV 1986,CUB,1,"Olympiastadion, Berlin (GER)",01 SEP 2013,1187
12,3547,13.35,0.4,David OLIVER,24 APR 1982,USA,1h1,"Gainesville, FL (USA)",19 APR 2014,1187
13,3547,13.35,1.0,Jeff PORTER,27 NOV 1985,USA,4,"Des Moines, IA (USA)",25 APR 2014,1187
14,3547,13.35,1.0,Andrew RILEY,06 SEP 1988,JAM,5,"Des Moines, IA (USA)",25 APR 2014,1187
15,3547,13.35,0.9,Wayne DAVIS,22 AUG 1991,TTO,1h2,"Lexington, KY (USA)",17 MAY 2014,1187
16,3547,13.35,1.0,Aleec HARRIS,31 OCT 1990,USA,1,"Pullman, WA (USA)",18 MAY 2014,1187
17,3547,13.35,-2.1,Ronnie ASH,02 JUL 1988,USA,1,"San Marcos, TX (USA)",23 MAY 2014,1199
18,3547,13.35,0.8,Ashton EATON,21 JAN 1988,USA,6,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1187
19,3547,13.35,1.3,Greggmar SWIFT,16 FEB 1991,BAR,4,"Eugene, OR (USA)",14 JUN 2014,1187
20,3547,13.35,,Greggmar SWIFT,16 FEB 1991,BAR,1h1,St. Michael (BAR),20 JUN 2014,1187
21,3547,13.35,1.0,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,3f1,"Eintracht-Stadion, Braunschweig (GER)",22 JUN 2014,1187
22,3547,13.35,1.2,Ray STEWART,05 APR 1989,USA,6sf1,"Sacramento, CA (USA)",29 JUN 2014,1187
23,3547,13.35,0.8,Yordan O'FARRILL,09 FEB 1993,CUB,7,Paris (FRA),05 JUL 2014,1187
24,3547,13.35,0.4,Dimitri BASCOU,20 JUL 1987,FRA,1h2,"Letzigrund, Zürich (SUI)",13 AUG 2014,1187
25,3547,13.35,0.3,William SHARMAN,12 SEP 1984,GBR,4,"Olympiastadion, Berlin (GER)",31 AUG 2014,1187
26,3547,13.35,1.9,Jeff PORTER,27 NOV 1985,USA,1h3,"Clermont, FL (USA)",16 MAY 2015,1187
27,3547,13.35,0.4,Sergey SHUBENKOV,04 OCT 1990,RUS,5,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1187
28,3547,13.35,-0.8,Yordan O'FARRILL,09 FEB 1993,CUB,2,Ponce (PUR),23 MAY 2015,1191
29,3547,13.35,1.0,Jason RICHARDSON,04 APR 1986,USA,1f1,"Montverde, FL (USA)",06 JUN 2015,1187
30,3547,13.35,1.0,Andrew RILEY,06 SEP 1988,JAM,3,Kingston (JAM),27 JUN 2015,1187
31,3547,13.35,-1.9,Jason RICHARDSON,04 APR 1986,USA,2f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 JUL 2015,1198
32,3547,13.35,-1.0,Yidiel CONTRERAS,27 NOV 1992,ESP,1,La Roche-sur-Yon (FRA),22 JUL 2015,1193
33,3547,13.35,0.2,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1h2,"National Stadium, Beijing (CHN)",26 AUG 2015,1187
34,3547,13.35,-0.7,Matthias BÜHLER,02 SEP 1986,GER,2h4,"National Stadium, Beijing (CHN)",26 AUG 2015,1191
35,3547,13.35,1.9,Johnathan CABRAL,31 DEC 1992,CAN,1f1,"Walnut, CA (USA)",16 APR 2016,1187
36,3547,13.35,1.2,Dimitri BASCOU,20 JUL 1987,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016,1187
37,3547,13.35,0.9,Damian CZYKIER,10 AUG 1992,POL,1,Bydgoszcz (POL),26 JUN 2016,1187
38,3547,13.35,1.8,Andrew RILEY,06 SEP 1988,JAM,1f1,"Eugene, OR (USA)",29 JUL 2016,1187
39,3547,13.35,1.4,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1,"Sports Park Mladost, Zagreb (CRO)",06 SEP 2016,1187
40,3547,13.35,0.5,Hansle PARCHMENT,17 JUN 1990,JAM,4,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1187
41,3547,13.35,0.5,Sergey SHUBENKOV,04 OCT 1990,ANA,5,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1187
42,3547,13.35,1.4,Andrew POZZI,15 MAY 1992,GBR,1sr,Loughborough (GBR),21 MAY 2017,1187
43,3547,13.35,1.8,Damian CZYKIER,10 AUG 1992,POL,4,"Stadion Juliska, Praha (CZE)",05 JUN 2017,1187
44,3547,13.35,0.8,Balázs BAJI,09 JUN 1989,HUN,2,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2017,1187
45,3547,13.35,0.8,Antonio ALKANA,12 APR 1990,RSA,3,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2017,1187
46,3547,13.35,0.7,Andrew RILEY,06 SEP 1988,JAM,5,Kingston (JAM),24 JUN 2017,1187
47,3547,13.35,0.2,Aurel MANGA,24 JUL 1992,FRA,2,"Stadium Lille Métropole, Villeneuve d'Ascq (FRA)",25 JUN 2017,1187
48,3547,13.35,-0.4,Shane BRATHWAITE,08 FEB 1990,BAR,3h2,"Olympic Stadium, London (GBR)",09 JUL 2017,1189
49,3547,13.35,-1.2,Balázs BAJI,09 JUN 1989,HUN,2h1,"Olympic Stadium, London (GBR)",06 AUG 2017,1194
50,3547,13.35,-0.5,Balázs BAJI,09 JUN 1989,HUN,1,"Taipei Municipal Stadium, Taipei City (TPE)",27 AUG 2017,1190
51,3547,13.35,2.0,Ronald LEVY,30 OCT 1992,JAM,2h2,Gold Coast (AUS),09 APR 2018,1187
52,3547,13.35,-1.4,Sergey SHUBENKOV,04 OCT 1990,RUS,1,Smolensk (RUS),29 MAY 2018,1195
53,3547,13.35,1.8,Ryan FONTENOT,04 MAY 1986,USA,1h1,"Montverde, FL (USA)",09 JUN 2018,1187
54,3547,13.35,-0.4,Gregor TRABER,02 DEC 1992,GER,1,"SV 03 Stadion, Tübingen (GER)",16 JUN 2018,1189
55,3547,13.35,0.5,Devon ALLEN,12 DEC 1994,USA,2f1,Luzern (SUI),09 JUL 2018,1187
56,3547,13.35,0.5,Gregor TRABER,02 DEC 1992,GER,3f1,Luzern (SUI),09 JUL 2018,1187
57,3547,13.35,1.3,Andrew POZZI,15 MAY 1992,GBR,5,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1187
58,3547,13.35,-0.1,Hansle PARCHMENT,17 JUN 1990,JAM,3,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1187
