"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
17,5602,10.13,0.2,Donovan BAILEY,16 DEC 1967,CAN,1,London (GBR),17 AUG 1997,1162
18,5602,10.13,0.0,Raymond STEWART,18 MAR 1965,JAM,1,Bitburg (GER),22 AUG 1997,1162
19,5602,10.13,0.3,Dennis MITCHELL,20 FEB 1966,USA,5f1,"Olympiastadion, Berlin (GER)",26 AUG 1997,1162
20,5602,10.13,-1.6,Jon DRUMMOND,09 SEP 1968,USA,2,Melbourne (AUS),25 FEB 1998,1171
21,5602,10.13,1.8,Kevin LITTLE,03 APR 1968,USA,3,"Walnut, CA (USA)",19 APR 1998,1162
22,5602,10.13,2.0,Donovan BAILEY,16 DEC 1967,CAN,2,Sao Leopoldo (BRA),26 APR 1998,1162
23,5602,10.13,0.0,Sebastian KEITEL,14 FEB 1973,CHI,1,Santiago de Chile (CHI),17 MAY 1998,1162
24,5602,10.13,0.0,Osmond EZINWA,22 NOV 1971,NGR,1,"FBK Stadium, Hengelo (NED)",01 JUN 1998,1162
25,5602,10.13,0.6,Tim HARDEN,27 JAN 1974,USA,sf,"New Orleans, LA (USA)",19 JUN 1998,1162
26,5602,10.13,-0.6,Osmond EZINWA,22 NOV 1971,NGR,2,Linz (AUT),05 JUL 1998,1165
27,5602,10.13,1.3,Seun OGUNKOYA,28 DEC 1977,NGR,1,Zagreb (CRO),07 JUL 1998,1162
28,5602,10.13,-0.6,Osmond EZINWA,22 NOV 1971,NGR,6,Zürich (SUI),12 AUG 1998,1165
29,5602,10.13,-0.3,Seun OGUNKOYA,28 DEC 1977,NGR,5f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1163
30,5602,10.13,-0.2,Francis OBIKWELU,22 NOV 1978,NGR,1f2,"Olympiastadion, Berlin (GER)",01 SEP 1998,1163
31,5602,10.13,0.0,Matt SHIRVINGTON,25 OCT 1978,AUS,qf,Kuala Lumpur (MAS),16 SEP 1998,1162
32,5602,10.13,-0.5,Darren CAMPBELL,12 SEP 1973,GBR,qf,Kuala Lumpur (MAS),16 SEP 1998,1165
33,5602,10.13,0.0,Marlon DEVONISH,01 JUN 1976,GBR,sf,Kuala Lumpur (MAS),17 SEP 1998,1162
34,5602,10.13,0.0,Matthew QUINN,17 APR 1976,RSA,h,Bloemfontein (RSA),16 APR 1999,1162
35,5602,10.13,1.2,Bryan HOWARD,07 OCT 1976,USA,1,"Arlington, TX (USA)",01 MAY 1999,1162
36,5602,10.13,1.6,Coby MILLER,19 OCT 1976,USA,h,"Athens, GA (USA)",15 MAY 1999,1162
37,5602,10.13,-0.3,Ato BOLDON,30 DEC 1973,TTO,1h2,Stuttgart (GER),06 JUN 1999,1163
38,5602,10.13,-0.2,Bruny SURIN,12 JUL 1967,CAN,h,Nürnberg (GER),13 JUN 1999,1163
39,5602,10.13,1.3,Tim MONTGOMERY,28 JAN 1975,USA,3,Villeneuve d'Ascq (FRA),13 JUN 1999,1162
40,5602,10.13,0.9,Sebastian KEITEL,14 FEB 1973,CHI,2,Bogotá (COL),25 JUN 1999,1162
41,5602,10.13,0.8,Jon DRUMMOND,09 SEP 1968,USA,sf,"Eugene, OR (USA)",25 JUN 1999,1162
42,5602,10.13,-0.6,Leonard MYLES-MILLS,05 SEP 1973,GHA,2,St-Denis (FRA),03 JUL 1999,1165
43,5602,10.13,0.4,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,3,Winnipeg (CAN),25 JUL 1999,1162
44,5602,10.13,0.6,Dwain CHAMBERS,05 APR 1978,GBR,7,Stockholm (SWE),30 JUL 1999,1162
45,5602,10.13,0.0,Francis OBIKWELU,22 NOV 1978,NGR,1,Lagos (NGR),31 JUL 1999,1162
46,5602,10.13,1.2,Vitaliy MEDVEDEV,06 JAN 1977,KAZ,1,Almaty (KAZ),06 AUG 1999,1162
47,5602,10.13,-0.3,Brian LEWIS,05 DEC 1974,USA,5sf2,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1163
48,5602,10.13,-0.4,Obadele THOMPSON,30 MAR 1976,BAR,2,Osaka (JPN),13 MAY 2000,1164
49,5602,10.13,0.0,Ato BOLDON,30 DEC 1973,TTO,1,Port-of-Spain (TTO),14 MAY 2000,1162
50,5602,10.13,0.6,Kim COLLINS,05 APR 1976,SKN,1,"El Paso, TX (USA)",20 MAY 2000,1162
51,5602,10.13,0.2,John CAPEL,27 OCT 1978,USA,4,"Raleigh, NC (USA)",17 JUN 2000,1162
52,5602,10.13,0.4,Brian LEWIS,05 DEC 1974,USA,2,Nürnberg (GER),25 JUN 2000,1162
53,5602,10.13,1.4,Yanis ROUBABA,24 APR 1974,INA,1,Sidoarjo (INA),26 JUN 2000,1162
54,5602,10.13,0.2,André Domingos DA SILVA,26 NOV 1972,BRA,1,Ciudad de México (MEX),02 JUL 2000,1162
55,5602,10.13,0.2,Angelos PAVLAKAKIS,07 NOV 1976,GRE,1,Athina (GRE),08 JUL 2000,1162
56,5602,10.13,-0.1,Darren CAMPBELL,12 SEP 1973,GBR,2,Nice (FRA),08 JUL 2000,1162
57,5602,10.13,-0.9,Aziz ZAKARI,02 SEP 1976,GHA,1,Algiers (ALG),11 JUL 2000,1167
58,5602,10.13,-0.6,Kenny BROKENBURR,29 OCT 1968,USA,sf,"Sacramento, CA (USA)",15 JUL 2000,1165
59,5602,10.13,1.1,David PATROS,11 SEP 1977,FRA,1,Castres (FRA),27 JUL 2000,1162
60,5602,10.13,0.4,Brian LEWIS,05 DEC 1974,USA,5,Stockholm (SWE),01 AUG 2000,1162
61,5602,10.13,0.4,Greg SADDLER,29 JUN 1974,USA,6,Stockholm (SWE),01 AUG 2000,1162
62,5602,10.13,1.3,Antoine BOUSSOMBO,18 MAY 1968,GAB,h,Nice (FRA),04 AUG 2000,1162
63,5602,10.13,-0.1,Aziz ZAKARI,02 SEP 1976,GHA,3,"Stade Louis II, Monaco (MON)",18 AUG 2000,1162
64,5602,10.13,-0.2,Brian LEWIS,05 DEC 1974,USA,5,"Olympiastadion, Berlin (GER)",01 SEP 2000,1163
65,5602,10.13,-0.2,Aziz ZAKARI,02 SEP 1976,GHA,1f2,"Olympiastadion, Berlin (GER)",01 SEP 2000,1163
66,5602,10.13,0.1,Aziz ZAKARI,02 SEP 1976,GHA,1f1,Rieti (ITA),03 SEP 2000,1162
67,5602,10.13,1.9,Antoine BOUSSOMBO,18 MAY 1968,GAB,2h8,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1162
68,5602,10.13,0.8,Matt SHIRVINGTON,25 OCT 1978,AUS,2qf3,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1162
69,5602,10.13,-0.3,Darren CAMPBELL,12 SEP 1973,GBR,6,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1163
70,5602,10.13,0.2,Ato BOLDON,30 DEC 1973,TTO,3sf2,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1162
71,5602,10.13,-0.6,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1qf2,"E.Nacional, Santiago de Chile (CHI)",17 OCT 2000,1165
72,5602,10.13,1.9,Kenny BROKENBURR,29 OCT 1968,USA,2,Perth (AUS),04 MAR 2001,1162
73,5602,10.13,0.1,Leonard SCOTT,19 JAN 1980,USA,1,"Tempe, AZ (USA)",24 MAR 2001,1162
74,5602,10.13,0.3,Leonard SCOTT,19 JAN 1980,USA,1,"Knoxville, TN (USA)",13 APR 2001,1162
75,5602,10.13,1.1,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,2,"Philadelphia, PA (USA)",28 APR 2001,1162
76,5602,10.13,1.5,Kim COLLINS,05 APR 1976,SKN,2,"Fresno, CA (USA)",19 MAY 2001,1162
77,5602,10.13,0.0,Francis OBIKWELU,22 NOV 1978,NGR,2,Madrid (ESP),26 MAY 2001,1162
78,5602,10.13,0.0,Kim COLLINS,05 APR 1976,SKN,2,"Eugene, OR (USA)",02 JUN 2001,1162
79,5602,10.13,0.7,Brian LEWIS,05 DEC 1974,USA,h,"Eugene, OR (USA)",21 JUN 2001,1162
80,5602,10.13,0.4,Llewellyn BREDWOOD,30 APR 1976,JAM,2sf1,Kingston (JAM),22 JUN 2001,1162
81,5602,10.13,1.4,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1,"Weserstadion, Bremen (GER)",23 JUN 2001,1162
82,5602,10.13,0.7,Stéphan BUCKLAND,12 JAN 1977,MRI,1,Ottawa (CAN),21 JUL 2001,1162
83,5602,10.13,-0.8,Bernard WILLIAMS,19 JAN 1978,USA,3f1,"Crystal Palace, London (GBR)",22 JUL 2001,1166
84,5602,10.13,0.0,Ato BOLDON,30 DEC 1973,TTO,1h11,"Commonwealth Stadium, Edmonton (CAN)",04 AUG 2001,1162
85,5602,10.13,1.0,Pierre BROWNE,14 JAN 1980,CAN,1,"Starkville, MS (USA)",16 MAR 2002,1162
86,5602,10.13,1.1,Leonard SCOTT,19 JAN 1980,USA,1,"Knoxville, TN (USA)",06 APR 2002,1162
87,5602,10.13,1.6,Salem Mubarak AL YAMI,09 FEB 1982,KSA,1,Kuwait (KUW),10 APR 2002,1162
88,5602,10.13,0.6,Morne NAGEL,23 MAR 1978,RSA,2,Pretoria (RSA),12 APR 2002,1162
89,5602,10.13,-1.3,Stéphan BUCKLAND,12 JAN 1977,MRI,1,Réduit (MRI),21 APR 2002,1169
90,5602,10.13,1.8,Christopher WILLIAMS,15 MAR 1972,JAM,2,"Walnut, CA (USA)",21 APR 2002,1162
91,5602,10.13,1.8,Brian LEWIS,05 DEC 1974,USA,1h3,Fort-de-France (FRA),27 APR 2002,1162
92,5602,10.13,1.9,Nobuhiro TAJIMA,07 NOV 1980,JPN,2,Mito (JPN),06 MAY 2002,1162
93,5602,10.13,1.8,Shingo SUETSUGU,02 JUN 1980,JPN,2,Osaka (JPN),11 MAY 2002,1162
94,5602,10.13,1.9,Jason GARDENER,17 SEP 1975,GBR,3,Birmingham (GBR),13 JUL 2002,1162
95,5602,10.13,0.1,Kim COLLINS,05 APR 1976,SKN,3,"Stade Louis II, Monaco (MON)",19 JUL 2002,1162
96,5602,10.13,0.8,Frank FREDERICKS,02 OCT 1967,NAM,1,Tallinn (EST),21 JUL 2002,1162
97,5602,10.13,0.7,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1qf2,Manchester (GBR),26 JUL 2002,1162
98,5602,10.13,-0.6,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,2h1,London (GBR),23 AUG 2002,1165
99,5602,10.13,-0.5,Patrick JOHNSON,26 SEP 1972,AUS,1,Canberra (AUS),22 FEB 2003,1165
0,5602,10.13,1.3,Morne NAGEL,23 MAR 1978,RSA,3,Durban (RSA),11 APR 2003,1162
1,5602,10.13,2.0,Shingo SUETSUGU,02 JUN 1980,JPN,1h1,Mito (JPN),05 MAY 2003,1162
2,5602,10.13,0.9,Marquis DAVIS,14 AUG 1980,USA,1,"Knoxville, TN (USA)",18 MAY 2003,1162
3,5602,10.13,1.1,Michael FRATER,06 OCT 1982,JAM,2h2,"Lincoln, NE (USA)",30 MAY 2003,1162
4,5602,10.13,0.1,Shingo SUETSUGU,02 JUN 1980,JPN,1,Yokohama (JPN),08 JUN 2003,1162
5,5602,10.13,-0.5,Patrick JOHNSON,26 SEP 1972,AUS,1,Luzern (SUI),25 JUN 2003,1165
6,5602,10.13,-0.5,Asafa POWELL,23 NOV 1982,JAM,1,Luzern (SUI),25 JUN 2003,1165
7,5602,10.13,0.6,Kim COLLINS,05 APR 1976,SKN,1,St. George's (GRN),04 JUL 2003,1162
8,5602,10.13,-0.3,Deji ALIU,22 NOV 1975,NGR,4f1,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1163
9,5602,10.13,1.3,Nicolas MACROZONARIS,22 AUG 1980,CAN,1,Victoria (CAN),19 JUL 2003,1162
10,5602,10.13,0.0,Ronald POGNON,16 NOV 1982,FRA,1,Castres (FRA),06 AUG 2003,1162
11,5602,10.13,1.3,Bernard WILLIAMS,19 JAN 1978,USA,6f1,Zürich (SUI),15 AUG 2003,1162
12,5602,10.13,0.7,Uchenna EMEDOLU,17 SEP 1976,NGR,2qf2,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1162
13,5602,10.13,0.0,Bernard WILLIAMS,19 JAN 1978,USA,4,"Stade de France, Paris-St-Denis (FRA)",25 AUG 2003,1162
14,5602,10.13,0.8,John CAPEL,27 OCT 1978,USA,4,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1162
15,5602,10.13,1.9,Kim COLLINS,05 APR 1976,SKN,5,"Stade Louis II, Monaco (MON)",13 SEP 2003,1162
16,5602,10.13,1.3,Churandy MARTINA,03 JUL 1984,AHO,1,Santo Domingo (DOM),01 MAY 2004,1162
17,5602,10.13,1.6,John CAPEL,27 OCT 1978,USA,2,Kingston (JAM),07 MAY 2004,1162
18,5602,10.13,1.7,Shingo SUETSUGU,02 JUN 1980,JPN,1h3,Tottori (JPN),06 JUN 2004,1162
19,5602,10.13,0.7,Vicente LENILSON DE LIMA,04 JUN 1977,BRA,1,São Paulo (BRA),06 JUN 2004,1162
20,5602,10.13,1.8,Tyree GAILES,24 FEB 1983,USA,1h1,"Austin, TX (USA)",10 JUN 2004,1162
21,5602,10.13,,Ato BOLDON,30 DEC 1973,TTO,2h1,Port-of-Spain (TTO),19 JUN 2004,1162
22,5602,10.13,0.4,Aziz ZAKARI,02 SEP 1976,GHA,3f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1162
23,5602,10.13,1.5,Pierre BROWNE,14 JAN 1980,CAN,1,Victoria (CAN),10 JUL 2004,1162
24,5602,10.13,-0.7,Coby MILLER,19 OCT 1976,USA,2qf3,"Sacramento, CA (USA)",10 JUL 2004,1166
25,5602,10.13,0.8,Tyson GAY,09 AUG 1982,USA,5sf2,"Sacramento, CA (USA)",11 JUL 2004,1162
26,5602,10.13,1.1,Leonard SCOTT,19 JAN 1980,USA,2f1,Stockholm (SWE),27 JUL 2004,1162
27,5602,10.13,-0.4,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,1h2,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1164
28,5602,10.13,1.8,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,5,Kingston (JAM),07 MAY 2005,1162
29,5602,10.13,0.2,Churandy MARTINA,03 JUL 1984,AHO,2,"Estadio Luguelín Santos, Bayaguana (DOM)",14 MAY 2005,1162
30,5602,10.13,1.6,Jason SMOOTS,13 JUL 1980,USA,2h1,"Atlanta, GA (USA)",14 MAY 2005,1162
31,5602,10.13,1.9,Jason GARDENER,17 SEP 1975,GBR,3h2,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1162
32,5602,10.13,1.1,Leonard SCOTT,19 JAN 1980,USA,4,Paris (FRA),01 JUL 2005,1162
33,5602,10.13,1.8,Francis OBIKWELU,22 NOV 1978,POR,6f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1162
34,5602,10.13,,Uchenna EMEDOLU,17 SEP 1976,NGR,1,Abuja (NGR),09 JUL 2005,1162
35,5602,10.13,1.0,Jason GARDENER,17 SEP 1975,GBR,5,"Crystal Palace, London (GBR)",22 JUL 2005,1162
36,5602,10.13,-0.3,Kim COLLINS,05 APR 1976,SKN,3h1,"Crystal Palace, London (GBR)",22 JUL 2005,1163
37,5602,10.13,0.4,Leonard SCOTT,19 JAN 1980,USA,6,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1162
38,5602,10.13,0.5,Francis OBIKWELU,22 NOV 1978,POR,4sf1,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1162
39,5602,10.13,1.1,Marlon DEVONISH,01 JUN 1976,GBR,5,Sheffield (GBR),21 AUG 2005,1162
40,5602,10.13,0.6,Marc BURNS,07 JAN 1983,TTO,5,"Olympiastadion, Berlin (GER)",04 SEP 2005,1162
41,5602,10.13,1.2,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2,Yokohama (JPN),19 SEP 2005,1162
42,5602,10.13,1.2,Christopher WILLIAMS,15 MAR 1972,JAM,3,Yokohama (JPN),19 SEP 2005,1162
43,5602,10.13,0.2,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,Abuja (NGR),11 FEB 2006,1162
44,5602,10.13,-0.8,Travis PADGETT,13 DEC 1986,USA,1sf1,"Sacramento, CA (USA)",08 JUN 2006,1166
45,5602,10.13,-0.4,Marc BURNS,07 JAN 1983,TTO,2,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1164
46,5602,10.13,-0.4,Jason SMOOTS,13 JUL 1980,USA,3,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1164
47,5602,10.13,0.0,Ronald POGNON,16 NOV 1982,FRA,5f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1162
48,5602,10.13,0.9,Kelly WILLIE,07 SEP 1982,USA,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1162
49,5602,10.13,0.0,Marc BURNS,07 JAN 1983,TTO,2f2,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1162
50,5602,10.13,2.0,Darrel BROWN,11 OCT 1984,TTO,2,Rethymno (GRE),21 JUL 2006,1162
51,5602,10.13,0.6,Derrick ATKINS,05 JAN 1984,BAH,2,Cartagena de Indias (COL),26 JUL 2006,1162
52,5602,10.13,0.9,Shawn CRAWFORD,14 JAN 1978,USA,7,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1162
53,5602,10.13,0.7,Darvis PATTON,04 DEC 1977,USA,1,"Arlington, TX (USA)",31 MAR 2007,1162
54,5602,10.13,1.3,Michael FRATER,06 OCT 1982,JAM,2,"National Stadium, Kingston (JAM)",05 MAY 2007,1162
55,5602,10.13,1.3,Ivory WILLIAMS,02 MAY 1985,USA,1,"Modesto, CA (USA)",05 MAY 2007,1162
56,5602,10.13,-0.1,Darrel BROWN,11 OCT 1984,TTO,1,Doha (QAT),11 MAY 2007,1162
57,5602,10.13,1.8,Walter DIX,31 JAN 1986,USA,2sf2,"Sacramento, CA (USA)",06 JUN 2007,1162
58,5602,10.13,0.9,Joshua ROSS,09 FEB 1981,AUS,1,"Stadion Juliska, Praha (CZE)",13 JUN 2007,1162
59,5602,10.13,1.5,Travis PADGETT,13 DEC 1986,USA,2h1,"Indianapolis, IN (USA)",21 JUN 2007,1162
60,5602,10.13,1.9,Shawn CRAWFORD,14 JAN 1978,USA,4h4,"Indianapolis, IN (USA)",21 JUN 2007,1162
61,5602,10.13,-0.5,Mark JELKS,10 APR 1984,USA,4,"Indianapolis, IN (USA)",22 JUN 2007,1165
62,5602,10.13,-0.9,Derrick ATKINS,05 JAN 1984,BAH,1,Nassau (BAH),23 JUN 2007,1167
63,5602,10.13,-0.1,Shawn CRAWFORD,14 JAN 1978,USA,3,Paris (FRA),06 JUL 2007,1162
64,5602,10.13,-0.1,Clement CAMPBELL,19 DEC 1975,JAM,4,Paris (FRA),06 JUL 2007,1162
65,5602,10.13,0.0,Shawn CRAWFORD,14 JAN 1978,USA,3f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",10 JUL 2007,1162
66,5602,10.13,1.3,Tyrone EDGAR,29 MAR 1982,GBR,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",10 JUL 2007,1162
67,5602,10.13,-0.4,Tyson GAY,09 AUG 1982,USA,1,"EIS Don Valley Stadium, Sheffield (GBR)",15 JUL 2007,1164
68,5602,10.13,1.8,DaBryan BLANTON,03 JUL 1984,USA,4h2,Zaragoza (ESP),28 JUL 2007,1162
69,5602,10.13,0.0,Leroy DIXON,20 JUN 1983,USA,1,Osaka (JPN),23 AUG 2007,1162
70,5602,10.13,-1.5,Marlon DEVONISH,01 JUN 1976,GBR,1h3,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,1171
71,5602,10.13,0.8,Matic OSOVNIKAR,19 JAN 1980,SLO,3qf1,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,1162
72,5602,10.13,-0.5,Marlon DEVONISH,01 JUN 1976,GBR,2qf2,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,1165
73,5602,10.13,1.0,Rae Monzavous EDWARDS,07 MAY 1981,USA,2f2,"Austin, TX (USA)",05 APR 2008,1162
74,5602,10.13,1.8,Wallace SPEARMON,24 DEC 1984,USA,5,"National Stadium, Kingston (JAM)",03 MAY 2008,1162
75,5602,10.13,-0.5,Rodney MARTIN,22 DEC 1982,USA,3f2,"Carson, CA (USA)",18 MAY 2008,1165
76,5602,10.13,-1.1,Travis PADGETT,13 DEC 1986,USA,1h2,"Tallahassee, FL (USA)",30 MAY 2008,1168
77,5602,10.13,1.7,Shawn CRAWFORD,14 JAN 1978,USA,6f1,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1162
78,5602,10.13,0.8,Ivory WILLIAMS,02 MAY 1985,USA,3,"Olympiastadion, Berlin (GER)",01 JUN 2008,1162
79,5602,10.13,1.7,Kendall STEVENS,26 JAN 1983,USA,3h1,"Eugene, OR (USA)",28 JUN 2008,1162
80,5602,10.13,0.8,Rae Monzavous EDWARDS,07 MAY 1981,USA,2h4,"Eugene, OR (USA)",28 JUN 2008,1162
81,5602,10.13,0.8,Mark JELKS,10 APR 1984,USA,3h4,"Eugene, OR (USA)",28 JUN 2008,1162
82,5602,10.13,0.5,Michael RODGERS,24 APR 1985,USA,4h1,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1162
83,5602,10.13,1.2,Ronald POGNON,16 NOV 1982,FRA,2f2,Rethymno (GRE),14 JUL 2008,1162
84,5602,10.13,-0.1,Fabio CERUTTI,26 SEP 1985,ITA,1h1,Cagliari (ITA),19 JUL 2008,1162
85,5602,10.13,0.9,Tyrone EDGAR,29 MAR 1982,GBR,1h6,"National Stadium, Beijing (CHN)",15 AUG 2008,1162
86,5602,10.13,-0.1,Derrick ATKINS,05 JAN 1984,BAH,6sf1,"National Stadium, Beijing (CHN)",16 AUG 2008,1162
87,5602,10.13,-0.5,Churandy MARTINA,03 JUL 1984,AHO,5f1,"Letzigrund, Zürich (SUI)",29 AUG 2008,1165
88,5602,10.13,0.7,Nesta CARTER,11 OCT 1985,JAM,2,"International Stadium, Gateshead (GBR)",31 AUG 2008,1162
89,5602,10.13,0.8,Naoki TSUKAHARA,10 MAY 1985,JPN,1,Osaka (JPN),09 MAY 2009,1162
90,5602,10.13,1.1,Marcus ROWLAND,11 MAR 1990,USA,3,"Gainesville, FL (USA)",17 MAY 2009,1162
91,5602,10.13,1.4,Ahmad RASHAD,12 DEC 1987,USA,1f2,"Eugene, OR (USA)",17 MAY 2009,1162
92,5602,10.13,1.3,Ahmad RASHAD,12 DEC 1987,USA,1,"Eugene, OR (USA)",30 MAY 2009,1162
93,5602,10.13,1.5,Gerald PHIRI,06 OCT 1988,GBR,1,"Norman, OK (USA)",30 MAY 2009,1162
94,5602,10.13,1.3,Churandy MARTINA,03 JUL 1984,AHO,1h1,"FBK Stadium, Hengelo (NED)",01 JUN 2009,1162
95,5602,10.13,1.4,Simeon WILLIAMSON,16 JAN 1986,GBR,2f1,"Olympiastadion, Berlin (GER)",14 JUN 2009,1162
96,5602,10.13,-0.3,Simeon WILLIAMSON,16 JAN 1986,GBR,4f1,"Bislett Stadion, Oslo (NOR)",03 JUL 2009,1163
97,5602,10.13,1.1,Alonso EDWARD,08 DEC 1989,PAN,4f2,Rethymno (GRE),20 JUL 2009,1162
98,5602,10.13,-1.7,Daniel BAILEY,09 SEP 1986,ANT,2,"Crystal Palace, London (GBR)",24 JUL 2009,1172
99,5602,10.13,0.1,Travis PADGETT,13 DEC 1986,USA,4,"Stade Louis II, Monaco (MON)",28 JUL 2009,1162
0,5602,10.13,0.0,Richard THOMPSON,07 JUN 1985,TTO,7,"Letzigrund, Zürich (SUI)",28 AUG 2009,1162
1,5602,10.13,-1.5,Lerone CLARKE,07 JUL 1981,JAM,2,"Stadio Quercia, Rovereto (ITA)",01 SEP 2009,1171
2,5602,10.13,1.2,Masashi ERIGUCHI,17 DEC 1988,JPN,1,Tokyo (JPN),05 SEP 2009,1162
3,5602,10.13,0.4,Steve MULLINGS,29 NOV 1982,JAM,2f1,Dubnica nad Váhom (SVK),06 SEP 2009,1162
4,5602,10.13,2.0,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,5,Shanghai (CHN),20 SEP 2009,1162
5,5602,10.13,0.5,Tyson GAY,09 AUG 1982,USA,1,Kawasaki (JPN),23 SEP 2009,1162
6,5602,10.13,1.4,Gerald PHIRI,06 OCT 1988,ZAM,1,"Columbia, MO (USA)",16 MAY 2010,1162
7,5602,10.13,1.2,Daniel BAILEY,09 SEP 1986,ANT,5f1,Rio de Janeiro (BRA),23 MAY 2010,1162
8,5602,10.13,1.6,Leroy DIXON,20 JUN 1983,USA,1,Maringa (BRA),30 MAY 2010,1162
9,5602,10.13,1.6,Derrick ATKINS,05 JAN 1984,BAH,2,Maringa (BRA),30 MAY 2010,1162
10,5602,10.13,0.1,Kimmari ROACH,17 APR 1989,JAM,1sf1,Kingston (JAM),26 JUN 2010,1162
11,5602,10.13,0.1,Michael FRATER,06 OCT 1982,JAM,2sf1,Kingston (JAM),26 JUN 2010,1162
12,5602,10.13,0.6,J-Mee SAMUELS,20 MAY 1987,USA,1,Luzern (SUI),08 AUG 2010,1162
13,5602,10.13,-1.5,Ryan BAILEY,13 APR 1989,USA,1f1,Dubnica nad Váhom (SVK),22 AUG 2010,1171
14,5602,10.13,1.0,Nesta CARTER,11 OCT 1985,JAM,3h1,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1162
15,5602,10.13,1.0,Richard THOMPSON,07 JUN 1985,TTO,4h1,"Stadio Guidobaldi, Rieti (ITA)",29 AUG 2010,1162
16,5602,10.13,-0.8,Michael RODGERS,24 APR 1985,USA,1,Annecy (FRA),11 SEP 2010,1166
17,5602,10.13,0.7,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1qf3,New Delhi (IND),06 OCT 2010,1162
18,5602,10.13,2.0,Martial MBANDJOCK,14 OCT 1985,FRA,2,"Lawrence, KS (USA)",23 APR 2011,1162
19,5602,10.13,1.7,Prezel HARDY,01 JUN 1992,USA,1f2,"Waco, TX (USA)",23 APR 2011,1162
20,5602,10.13,1.8,Justin MURDOCK,21 APR 1989,USA,1h1,"Clemson, SC (USA)",13 MAY 2011,1162
21,5602,10.13,2.0,Aziz OUHADI,24 JUL 1984,MAR,1,Montgeron (FRA),15 MAY 2011,1162
22,5602,10.13,-0.7,Dwain CHAMBERS,05 APR 1978,GBR,1f1,Uberlandia (BRA),18 MAY 2011,1166
23,5602,10.13,0.6,Richard THOMPSON,07 JUN 1985,TTO,5,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1162
24,5602,10.13,1.1,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,2f1,Genève (SUI),28 MAY 2011,1162
25,5602,10.13,0.3,Richard THOMPSON,07 JUN 1985,TTO,3,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1162
26,5602,10.13,1.1,Kim COLLINS,05 APR 1976,SKN,2h1,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1162
27,5602,10.13,1.1,Rae Monzavous EDWARDS,07 MAY 1981,USA,3h1,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1162
28,5602,10.13,-1.1,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,1h3,"Des Moines, IA (USA)",08 JUN 2011,1168
29,5602,10.13,0.6,Dexter LEE,18 JAN 1991,JAM,3sf2,Kingston (JAM),24 JUN 2011,1162
