"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
29,1111,8.25,0.0,Dietmar HAAF,06 MAR 1967,FRG,1,"Poljud Stadion, Split (CRO)",30 AUG 1990,1192
30,1111,8.25,1.0,Gordon MCKEE,12 OCT 1966,USA,1,"Austin, TX (USA)",06 APR 1991,1192
31,1111,8.25,1.6,Masaki MORINAGA,27 MAR 1972,JPN,2,Shizuoka (JPN),05 MAY 1992,1192
32,1111,8.25,2.0,Erick WALDER,05 NOV 1971,USA,,"Eugene, OR (USA)",19 JUN 1993,1192
33,1111,8.25,,Juan ORTIZ,23 AUG 1964,CUB,1,La Habana (CUB),25 JUN 1993,1192
34,1111,8.25,0.3,Kareem STREETE-THOMPSON,30 MAR 1973,USA,q,"Knoxville, TN (USA)",17 JUN 1994,1192
35,1111,8.25,1.6,Stanislav TARASENKO,22 JUL 1966,RUS,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1192
36,1111,8.25,1.4,Mike POWELL,10 NOV 1963,USA,1q1,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1192
37,1111,8.25,1.7,Simone BIANCHI,27 JAN 1973,ITA,1,"Estadio de la Comunidad, Madrid (ESP)",01 JUN 1996,1192
38,1111,8.25,2.0,Carlos CALADO,05 OCT 1975,POR,2,Lisboa (POR),28 JUN 1996,1192
39,1111,8.25,0.2,Erik NIJS,27 JUL 1973,BEL,1,Hechtel (BEL),06 JUL 1996,1192
40,1111,8.25,1.0,Emmanuel BANGUÉ,21 JUL 1971,FRA,1,Nancy (FRA),10 SEP 1996,1192
41,1111,8.25,0.0,Nélson Carlos FERREIRA JÚNIOR,1973,BRA,1,Sao Leopoldo (BRA),12 APR 1997,1192
42,1111,8.25,0.9,Cheikh Tidiane TOURE,25 JAN 1970,SEN,2,Rio de Janeiro (BRA),03 MAY 1998,1192
43,1111,8.25,0.5,Iván PEDROSO,17 DEC 1972,CUB,1,"Stadion Rošický, Praha (CZE)",14 JUN 1999,1192
44,1111,8.25,0.4,James BECKFORD,09 JAN 1975,JAM,1,"Chapel Hill, NC (USA)",13 MAY 2000,1192
45,1111,8.25,0.3,Vladimir MALYAVIN,04 MAR 1973,RUS,1,St. Petersburg (RUS),18 JUN 2000,1192
46,1111,8.25,1.5,Iván PEDROSO,17 DEC 1972,CUB,1,Padova (ITA),27 AUG 2000,1192
47,1111,8.25,-0.6,Kevin DILWORTH,14 FEB 1974,USA,1,Chania (GRE),04 JUN 2001,1195
48,1111,8.25,1.9,Petar DACHEV,15 JUN 1979,BUL,3,Chania (GRE),30 JUN 2002,1192
49,1111,8.25,-0.5,Miguel PATE,13 JUN 1979,USA,2,Madrid (ESP),03 JUL 2002,1195
50,1111,8.25,0.8,Miguel PATE,13 JUN 1979,USA,,"Des Moines, IA (USA)",25 APR 2003,1192
51,1111,8.25,0.4,Savanté STRINGFELLOW,06 NOV 1978,USA,1,Ostrava (CZE),12 JUN 2003,1192
52,1111,8.25,0.2,Joan Lino MARTÍNEZ,17 JAN 1978,CUB,1,Herakleion (GRE),04 JUL 2004,1192
53,1111,8.25,1.1,Walter DAVIS,02 JUL 1979,USA,2q,"Sacramento, CA (USA)",09 JUL 2004,1192
54,1111,8.25,0.0,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,1,Bucureşti (ROU),07 AUG 2004,1192
55,1111,8.25,1.6,Chris TOMLINSON,15 SEP 1981,GBR,5,"Olympic Stadium, Athina (GRE)",26 AUG 2004,1192
56,1111,8.25,0.5,Morten JENSEN,02 DEC 1982,DEN,1,Göteborg (SWE),02 JUL 2005,1192
57,1111,8.25,1.0,Salim SDIRI,26 OCT 1978,FRA,1,Angers (FRA),15 JUL 2005,1192
58,1111,8.25,1.5,James BECKFORD,09 JAN 1975,JAM,1,Bad Langensalza (GER),08 JUL 2006,1192
59,1111,8.25,1.5,Gable GARENAMOTSE,28 FEB 1977,BOT,1,Chania (GRE),17 JUL 2006,1192
60,1111,8.25,0.4,Dwight PHILLIPS,01 OCT 1977,USA,3,Zürich (SUI),18 AUG 2006,1192
61,1111,8.25,1.3,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,Qatif (KSA),22 NOV 2006,1192
62,1111,8.25,1.2,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,1,Qatif (KSA),21 MAR 2007,1192
63,1111,8.25,0.1,Andrew HOWE,12 MAY 1985,ITA,1,Torino (ITA),08 JUN 2007,1192
64,1111,8.25,0.2,Oleksiy LUKASHEVYCH,11 JAN 1977,UKR,4,"Yanmar Stadium Nagai, Osaka (JPN)",30 AUG 2007,1192
65,1111,8.25,0.8,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,Stellenbosch (RSA),14 MAR 2008,1192
66,1111,8.25,-0.2,Dwight PHILLIPS,01 OCT 1977,USA,2,Ponce (PUR),17 MAY 2008,1193
67,1111,8.25,0.4,Hussein Taher AL SABEE,14 NOV 1979,KSA,2,Paris (FRA),18 JUL 2008,1192
68,1111,8.25,-0.6,Victor CASTILLO,08 JUN 1981,VEN,1,Sucre (BOL),23 NOV 2009,1195
69,1111,8.25,1.2,Pavel SHALIN,06 MAR 1987,RUS,1,Moskva (RUS),06 JUN 2010,1192
70,1111,8.25,1.5,Yahya BERRABAH,13 OCT 1981,MAR,1,Rabat (MAR),16 APR 2011,1192
71,1111,8.25,0.7,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,4,Paris (FRA),08 JUL 2011,1192
72,1111,8.25,1.1,Chris TOMLINSON,15 SEP 1981,GBR,,"Crystal Palace, London (GBR)",05 AUG 2011,1192
73,1111,8.25,1.6,Will CLAYE,13 JUN 1991,USA,1,"Gainesville, FL (USA)",21 APR 2012,1192
74,1111,8.25,1.0,Jinzhe LI,01 SEP 1989,CHN,1,Wuhan (CHN),28 APR 2012,1192
75,1111,8.25,0.1,Sebastian BAYER,11 JUN 1986,GER,1f1,Wesel (GER),28 MAY 2012,1192
76,1111,8.25,1.6,Georgios TSAKONAS,22 JAN 1988,GRE,1,Thiva (GRE),25 JUL 2012,1192
77,1111,8.25,1.3,Fabrice LAPIERRE,17 OCT 1983,AUS,1,"Houston, TX (USA)",20 JUN 2013,1192
78,1111,8.25,0.5,Damar FORBES,11 SEP 1990,JAM,1,Kingston (JAM),22 JUN 2013,1192
79,1111,8.25,0.0,Eusebio CÁCERES,10 SEP 1991,ESP,1q2,"Luzhniki Stadion, Moskva (RUS)",14 AUG 2013,1192
80,1111,8.25,0.9,Jeff HENDERSON,19 FEB 1989,USA,1,Baie Mahault (FRA),10 MAY 2014,1192
81,1111,8.25,0.5,Louis TSATOUMAS,12 FEB 1982,GRE,1,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1192
82,1111,8.25,0.9,Jianan WANG,27 AUG 1996,CHN,3,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1192
83,1111,8.25,0.9,Fabian HEINLE,14 MAY 1994,GER,1,Oberteuringen (GER),06 JUN 2015,1192
84,1111,8.25,0.0,Greg RUTHERFORD,17 NOV 1986,GBR,1,"Bislett Stadion, Oslo (NOR)",11 JUN 2015,1192
85,1111,8.25,0.3,Greg RUTHERFORD,17 NOV 1986,GBR,2q2,"National Stadium, Beijing (CHN)",24 AUG 2015,1192
86,1111,8.25,0.5,Greg RUTHERFORD,17 NOV 1986,GBR,1,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1192
87,1111,8.25,-0.5,Jarrion LAWSON,06 MAY 1994,USA,4,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1195
88,1111,8.25,0.7,Luvo MANYONGA,08 JAN 1991,RSA,3,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1192
89,1111,8.25,0.1,Jarrion LAWSON,06 MAY 1994,USA,3,"Olympic Stadium, London (GBR)",22 JUL 2018,1192
90,1111,8.25,-0.3,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Olympiastadion, Berlin (GER)",08 AUG 2018,1193
91,1111,8.25,1.0,Yaoguang ZHANG,21 JUN 1993,CHN,1,La Chaux-de-Fonds (SUI),30 JUN 2019,1192
92,1111,8.25,0.7,Andwuelle WRIGHT,08 AUG 1997,TTO,1,Queretaro (MEX),05 JUL 2019,1192
93,1111,8.25,1.3,Steffin MCCARTER,19 JAN 1997,USA,1,"Chula Vista, CA (USA)",13 JUL 2019,1192
94,1111,8.25,-0.7,Juan Miguel ECHEVARRÍA,11 AUG 1998,CUB,1,"Estadio Panamericano, La Habana (CUB)",21 MAR 2020,1196
95,1111,8.25,0.4,Jarrion LAWSON,06 MAY 1994,USA,1,"Marietta HS, Marietta, GA (USA)",23 MAY 2021,1192
96,1197,8.24,1.8,Ralph BOSTON,09 MAY 1939,USA,1,"Modesto, CA (USA)",27 MAY 1961,1190
97,1197,8.24,0.0,Randy WILLIAMS,23 AUG 1953,USA,1,"Olympiastadion, München (GER)",09 SEP 1972,1190
98,1197,8.24,1.7,James MCALISTER,05 SEP 1951,USA,1,"Westwood, CA (USA)",05 MAY 1973,1190
99,1197,8.24,-0.5,Nenad STEKIĆ,07 MAR 1951,YUG,1,Rio de Janeiro (BRA),27 OCT 1974,1193
0,1197,8.24,1.2,Grzegorz CYBULSKI,23 NOV 1951,POL,1,Paris (FRA),12 JUN 1975,1190
1,1197,8.24,0.9,Arnie ROBINSON,07 APR 1948,USA,1,"Westwood, CA (USA)",10 JUN 1977,1190
2,1197,8.24,0.5,Larry MYRICKS,10 MAR 1956,USA,1,Bruxelles (BEL),28 AUG 1981,1190
3,1197,8.24,1.6,László SZALMA,21 OCT 1957,HUN,1,Budapest (HUN),29 JUL 1983,1190
4,1197,8.24,1.9,Sergey LAYEVSKIY,03 MAR 1959,URS,1,Sochi (URS),10 JUN 1984,1190
5,1197,8.24,-0.8,Gary HONEY,26 JUL 1959,AUS,2,"Memorial Coliseum, Los Angeles, CA (USA)",06 AUG 1984,1194
6,1197,8.24,-0.7,Giovanni EVANGELISTI,11 SEP 1961,ITA,3,"Memorial Coliseum, Los Angeles, CA (USA)",06 AUG 1984,1194
7,1197,8.24,0.9,Robert EMMIYAN,16 FEB 1965,URS,1,Erfurt (GER),22 JUN 1985,1190
8,1197,8.24,1.6,Jaime JEFFERSON,17 JAN 1962,CUB,2,Lausanne (SUI),10 JUL 1985,1190
9,1197,8.24,1.2,Atanas ATANASOV,07 OCT 1956,BUL,2,Budapest (HUN),10 AUG 1985,1190
10,1197,8.24,0.2,Mike CONLEY,05 OCT 1962,USA,3,Bruxelles (BEL),30 AUG 1985,1190
11,1197,8.24,0.2,Eric METCALF,23 JAN 1968,USA,1,"Indianapolis, IN (USA)",06 JUN 1986,1190
12,1197,8.24,1.0,Giovanni EVANGELISTI,11 SEP 1961,ITA,1,Caorle (ITA),27 JUL 1986,1190
13,1197,8.24,1.9,Robert EMMIYAN,16 FEB 1965,URS,1q2,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,1190
14,1197,8.24,0.7,Vernon GEORGE,06 OCT 1964,USA,2,"Baton Rouge, LA (USA)",05 JUN 1987,1190
15,1197,8.24,0.1,Yussuf ALLI,28 JUL 1960,NGR,1,Fürth (GER),14 JUN 1987,1190
16,1197,8.24,0.5,Jaime JEFFERSON,17 JAN 1962,CUB,1,Athina (GRE),20 JUN 1987,1190
17,1197,8.24,1.8,Vladimir OCHKAN,13 JAN 1968,URS,1,Leningrad (URS),21 JUN 1987,1190
18,1197,8.24,1.4,Gordon LAINE,24 FEB 1958,USA,4,San José (USA),26 JUN 1987,1190
19,1197,8.24,0.2,Larry MYRICKS,10 MAR 1956,USA,1,"Olympiastadion, Berlin (GER)",21 AUG 1987,1190
20,1197,8.24,0.6,Yussuf ALLI,28 JUL 1960,NGR,2,Formia (ITA),24 JUN 1989,1190
21,1197,8.24,1.4,Gordon MCKEE,12 OCT 1966,USA,,"San Angelo, TX (USA)",12 APR 1990,1190
22,1197,8.24,1.3,Mike POWELL,10 NOV 1963,USA,1,"Norwalk, CA (USA)",16 JUN 1990,1190
23,1197,8.24,0.1,Borut BILAC,14 APR 1965,YUG,1,Cagliari (ITA),05 JUL 1990,1190
24,1197,8.24,0.3,Larry MYRICKS,10 MAR 1956,USA,2,Shizuoka (JPN),06 MAY 1991,1190
25,1197,8.24,1.6,George OGBEIDE,04 AUG 1968,NGR,1,Cottbus (GER),03 JUL 1991,1190
26,1197,8.24,0.3,Joe GREENE,17 FEB 1967,USA,2,Bruxelles (BEL),13 SEP 1991,1190
27,1197,8.24,1.7,Mike POWELL,10 NOV 1963,USA,1,Melbourne (AUS),25 FEB 1993,1190
28,1197,8.24,1.9,Larry MYRICKS,10 MAR 1956,USA,,Sestriere (ITA),28 JUL 1993,1190
29,1197,8.24,1.0,Stanislav TARASENKO,22 JUL 1966,RUS,1,Tours (FRA),30 AUG 1993,1190
30,1197,8.24,1.3,Reggie JONES,08 MAY 1971,USA,1,"El Paso, TX (USA)",16 APR 1994,1190
31,1197,8.24,0.7,Dietmar HAAF,06 MAR 1967,GER,1,Erfurt (GER),03 JUL 1994,1190
32,1197,8.24,1.8,Ivailo MLADENOV,09 OCT 1973,BUL,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 1994,1190
33,1197,8.24,1.6,Kareem STREETE-THOMPSON,30 MAR 1973,USA,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,1190
34,1197,8.24,1.5,James BECKFORD,09 JAN 1975,JAM,2q2,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1190
35,1197,8.24,0.0,Nélson Carlos FERREIRA JÚNIOR,1973,BRA,1,Sao José do Rio Preto (BRA),20 APR 1996,1190
36,1197,8.24,0.1,Joe GREENE,17 FEB 1967,USA,3,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1190
37,1197,8.24,1.4,Kareem STREETE-THOMPSON,30 MAR 1973,USA,6,Sestriere (ITA),07 AUG 1996,1190
38,1197,8.24,0.0,Pedro Pavel GARCÍA,11 JUN 1976,CUB,2,La Habana (CUB),07 FEB 1997,1190
39,1197,8.24,-0.9,James BECKFORD,09 JAN 1975,JAM,1,"Eugene, OR (USA)",25 MAY 1997,1195
40,1197,8.24,-0.6,James BECKFORD,09 JAN 1975,JAM,1,Kingston (JAM),19 JUN 1997,1193
41,1197,8.24,0.2,Erick WALDER,05 NOV 1971,USA,3,"Stade Louis II, Monaco (MON)",16 AUG 1997,1190
42,1197,8.24,1.4,Erick WALDER,05 NOV 1971,USA,2,Doha (QAT),07 MAY 1998,1190
43,1197,8.24,1.9,Shane HAIR,24 OCT 1975,AUS,5,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1190
44,1197,8.24,1.5,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1190
45,1197,8.24,1.5,Oleksiy LUKASHEVYCH,11 JAN 1977,UKR,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1190
46,1197,8.24,0.8,Ronald SERVIUS,21 FEB 1976,FRA,2,Nice (FRA),06 AUG 2000,1190
47,1197,8.24,1.6,Savanté STRINGFELLOW,06 NOV 1978,USA,2,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1190
48,1197,8.24,1.7,Ibrahim CAMEJO,28 JUN 1982,CUB,1,La Habana (CUB),23 FEB 2002,1190
49,1197,8.24,1.4,Joan Lino MARTÍNEZ,17 JAN 1978,CUB,2,Laguna (ESP),14 SEP 2002,1190
50,1197,8.24,1.1,Louis TSATOUMAS,12 FEB 1982,GRE,1,Trikala (GRE),15 JUN 2003,1190
51,1197,8.24,0.1,Dwight PHILLIPS,01 OCT 1977,USA,1,"Palo Alto, CA (USA)",20 JUN 2003,1190
52,1197,8.24,1.7,Walter DAVIS,02 JUL 1979,USA,2,"Palo Alto, CA (USA)",20 JUN 2003,1190
53,1197,8.24,-0.5,Louis TSATOUMAS,12 FEB 1982,GRE,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUL 2003,1193
54,1197,8.24,1.2,Salim SDIRI,26 OCT 1978,FRA,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 JUN 2004,1190
55,1197,8.24,0.8,Ignisious GAISAH,20 JUL 1983,GHA,6,"Olympic Stadium, Athina (GRE)",26 AUG 2004,1190
56,1197,8.24,0.6,Miguel PATE,13 JUN 1979,USA,3,Madrid (ESP),16 JUL 2005,1190
57,1197,8.24,0.1,Brian JOHNSON,05 MAR 1980,USA,2,Xalapa (MEX),13 MAY 2006,1190
58,1197,8.24,0.9,Miguel PATE,13 JUN 1979,USA,2,"Indianapolis, IN (USA)",22 JUN 2007,1190
59,1197,8.24,0.5,Walter DAVIS,02 JUL 1979,USA,4,"Indianapolis, IN (USA)",22 JUN 2007,1190
60,1197,8.24,0.4,Stephan LOUW,26 FEB 1975,NAM,1,Germiston (RSA),12 JAN 2008,1190
61,1197,8.24,0.8,Dwight PHILLIPS,01 OCT 1977,USA,1,"Walnut, CA (USA)",20 APR 2008,1190
62,1197,8.24,1.2,Miguel PATE,13 JUN 1979,USA,1q2,"Eugene, OR (USA)",27 JUN 2008,1190
63,1197,8.24,0.0,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,"National Stadium, Beijing (CHN)",18 AUG 2008,1190
64,1197,8.24,1.0,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,Lappeenranta (FIN),12 JUL 2009,1190
65,1197,8.24,0.2,Fabrice LAPIERRE,17 OCT 1983,AUS,1,"Olympic Stadium, Athina (GRE)",13 JUL 2009,1190
66,1197,8.24,-0.1,Dwight PHILLIPS,01 OCT 1977,USA,2,Thessaloniki (GRE),13 SEP 2009,1190
67,1197,8.24,1.4,Salim SDIRI,26 OCT 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",25 JUN 2010,1190
68,1197,8.24,1.0,Kafétien GOMIS,23 MAR 1980,FRA,2,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1190
69,1197,8.24,0.2,Aleksandr MENKOV,07 DEC 1990,RUS,1,Cheboksary (RUS),05 JUL 2012,1190
70,1197,8.24,1.7,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,3,"Crystal Palace, London (GBR)",13 JUL 2012,1190
71,1197,8.24,1.8,Mauro Vinicius DA SILVA,26 DEC 1986,BRA,1,Cartagena de Indias (COL),05 JUL 2013,1190
72,1197,8.24,0.6,Mauro Vinicius DA SILVA,26 DEC 1986,BRA,5,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1190
73,1197,8.24,1.1,Greg RUTHERFORD,17 NOV 1986,GBR,2,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1190
74,1197,8.24,0.1,Luis Alberto RIVERA MORALES,21 JUN 1987,MEX,1,São Paulo (BRA),02 AUG 2014,1190
75,1197,8.24,0.7,Fabrice LAPIERRE,17 OCT 1983,AUS,2,"National Stadium, Beijing (CHN)",25 AUG 2015,1190
76,1197,8.24,1.7,Jarvis GOTCH,25 MAR 1992,USA,1f1,"Austin, TX (USA)",02 APR 2016,1190
77,1197,8.24,0.9,Greg RUTHERFORD,17 NOV 1986,GBR,,"Phoenix, AZ (USA)",14 MAY 2016,1190
78,1197,8.24,0.3,Jianan WANG,27 AUG 1996,CHN,1q2,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016,1190
79,1197,8.24,0.5,Radek JUŠKA,08 MAR 1993,CZE,1q1,"Olympic Stadium, London (GBR)",04 AUG 2017,1190
80,1197,8.24,-0.7,Ruswahl SAMAAI,25 SEP 1991,RSA,1,Pretoria (RSA),08 MAR 2018,1194
81,1197,8.24,-0.5,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,Patra (GRE),15 JUL 2018,1193
82,1197,8.24,-0.5,Henry FRAYNE,14 APR 1990,AUS,4,"Olympic Stadium, London (GBR)",22 JUL 2018,1193
83,1197,8.24,-0.3,Tajay GAYLE,02 AUG 1996,JAM,2,Toronto (CAN),12 AUG 2018,1191
84,1197,8.24,0.7,Jianan WANG,27 AUG 1996,CHN,1,Jakarta (INA),26 AUG 2018,1190
85,1197,8.24,0.1,Tajay GAYLE,02 AUG 1996,JAM,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1190
86,1197,8.24,1.0,Tajay GAYLE,02 AUG 1996,JAM,1,Kingston (JAM),22 JUN 2019,1190
87,1197,8.24,0.4,Changzhou HUANG,20 AUG 1994,CHN,1,Chengdu (CHN),24 JUL 2019,1190
88,1197,8.24,1.5,JuVaughn HARRISON,30 APR 1999,USA,2,"Cushing Stadium, College Station, TX (USA)",14 MAY 2021,1190
89,1197,8.24,1.3,Bachana KHORAVA,15 MAR 1993,GEO,1,"New District Stadium, Tbilisi (GEO)",29 MAY 2021,1190
90,1197,8.24,0.2,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,1190
91,1197,8.24,0.2,Damian WARNER,04 NOV 1989,CAN,1ce2,"National Stadium, Tokyo (JPN)",04 AUG 2021,1190
92,1197,8.24,0.4,Thobias MONTLER,15 FEB 1996,SWE,1,"Olympiastadion, Stockholm (SWE)",05 SEP 2021,1190
93,1197,8.24,1.5,Miltiadis TENTOGLOU,18 MAR 1998,GRE,,"Kaftanzoglio Stadium, Thessaloniki (GRE)",26 JUN 2022,1190
94,1197,8.24,-0.7,Mattia FURLANI,07 FEB 2005,ITA,1,"FBK Stadium, Hengelo (NED)",04 JUN 2023,1194
95,1197,8.24,0.5,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Municipal Theatre Of Piraeus, Piraeus (GRE)",04 JUN 2023,1190
96,1297,8.23,2.0,Lynn DAVIES,20 MAY 1942,GBR,1,Bern (SUI),30 JUN 1968,1188
97,1297,8.23,2.0,James LOFTON,05 JUL 1956,USA,2,"Westwood, CA (USA)",09 JUN 1978,1188
98,1297,8.23,1.8,João Carlos DE OLIVEIRA,28 MAY 1954,BRA,1,Warszawa (POL),19 JUN 1978,1188
99,1297,8.23,,Larry MYRICKS,10 MAR 1956,USA,,Hiroshima (JPN),29 APR 1980,1188
0,1297,8.23,0.2,Antonio CORGOS,10 MAR 1960,ESP,1,Madrid (ESP),24 AUG 1980,1188
1,1297,8.23,,Larry MYRICKS,10 MAR 1956,USA,1,"Oxford, OH (USA)",09 APR 1983,1188
2,1297,8.23,,Jason GRIMES,10 SEP 1959,USA,1,"Modesto, CA (USA)",14 MAY 1983,1188
3,1297,8.23,-0.7,Jaime JEFFERSON,17 JAN 1962,CUB,1,Firenze (ITA),13 JUN 1984,1192
4,1297,8.23,1.7,László SZALMA,21 OCT 1957,HUN,2,Budapest (HUN),20 AUG 1984,1188
5,1297,8.23,0.0,Yuriy SAMARIN,27 DEC 1960,URS,3,Donetsk (URS),08 SEP 1984,1188
6,1297,8.23,,Larry MYRICKS,10 MAR 1956,USA,2,Tokyo (JPN),14 SEP 1984,1188
7,1297,8.23,0.3,Sergey LAYEVSKIY,03 MAR 1959,URS,1,Sochi (URS),23 MAY 1987,1188
8,1297,8.23,1.5,Vladimir BOBYLYOV,15 JUL 1966,URS,,Bryansk (URS),19 JUL 1987,1188
9,1297,8.23,-1.1,Paul EMORDI,25 DEC 1965,NGR,1,Nairobi (KEN),12 AUG 1987,1194
10,1297,8.23,0.0,Mike CONLEY,05 OCT 1962,USA,5,"Indianapolis, IN (USA)",18 JUL 1988,1188
11,1297,8.23,1.9,Ron BEER,29 AUG 1965,GDR,1,Berlin (GER),20 JUL 1988,1188
12,1297,8.23,0.8,Marco DELONGE,16 JUN 1966,GDR,2,Berlin (GER),20 JUL 1988,1188
13,1297,8.23,0.3,Larry MYRICKS,10 MAR 1956,USA,2,Tokyo (JPN),08 OCT 1988,1188
14,1297,8.23,2.0,André ESTER,27 APR 1965,USA,2,"Houston, TX (USA)",21 MAY 1989,1188
15,1297,8.23,1.3,Larry MYRICKS,10 MAR 1956,USA,1,Nice (FRA),10 JUL 1989,1188
16,1297,8.23,0.1,Larry MYRICKS,10 MAR 1956,USA,1,Rieti (ITA),03 SEP 1989,1188
17,1297,8.23,1.1,Robert EMMIYAN,16 FEB 1965,URS,3,"Seattle, WA (USA)",25 JUL 1990,1188
18,1297,8.23,1.6,Llewellyn STARKS,10 FEB 1967,USA,2,Sevilla (ESP),30 MAY 1991,1188
19,1297,8.23,1.8,Stanislav TARASENKO,22 JUL 1966,RUS,1,Sochi (RUS),22 MAY 1993,1188
20,1297,8.23,1.0,Iván PEDROSO,17 DEC 1972,CUB,2q1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,1188
21,1297,8.23,-1.3,Mike POWELL,10 NOV 1963,USA,q,"Knoxville, TN (USA)",17 JUN 1994,1195
22,1297,8.23,,Rogelio SAENZ,08 JUN 1968,MEX,1,"El Paso, TX (USA)",25 JUN 1994,1188
23,1297,8.23,-0.5,Roland MCGHEE,15 OCT 1971,USA,3,Zürich (SUI),17 AUG 1994,1191
24,1297,8.23,1.9,Jaime JEFFERSON,17 JAN 1962,CUB,2,Mar del Plata (ARG),19 MAR 1995,1188
25,1297,8.23,-0.3,Emmanuel BANGUÉ,21 JUL 1971,FRA,1,Genève (SUI),15 JUN 1996,1189
26,1297,8.23,0.1,Roland MCGHEE,15 OCT 1971,USA,3,Bruxelles (BEL),22 AUG 1997,1188
27,1297,8.23,1.6,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,1,Caorle (ITA),13 JUN 1998,1188
28,1297,8.23,1.2,Cheikh Tidiane TOURE,25 JAN 1970,SEN,2,Torino (ITA),24 JUN 1998,1188
29,1297,8.23,1.3,James BECKFORD,09 JAN 1975,JAM,1,Visby (SWE),13 JUL 1998,1188
30,1297,8.23,0.2,Mickaël LORIA,09 JUN 1973,FRA,1,Font-Romeu (FRA),24 JUL 1998,1188
31,1297,8.23,-0.2,Gregor CANKAR,25 JAN 1975,SLO,1q1,"La Cartuja, Sevilla (ESP)",26 AUG 1999,1189
32,1297,8.23,0.7,Savanté STRINGFELLOW,06 NOV 1978,USA,1,Brisbane (AUS),03 SEP 2000,1188
33,1297,8.23,1.0,Younés MOUDRIK,01 OCT 1977,MAR,1,Melbourne (AUS),09 SEP 2001,1188
34,1297,8.23,0.0,Siniša ERGOTIĆ,14 SEP 1968,CRO,1,Zagreb (CRO),05 JUN 2002,1188
35,1297,8.23,0.4,Salim SDIRI,26 OCT 1978,FRA,1,Pierre-Bénite (FRA),14 JUN 2002,1188
36,1297,8.23,0.5,Luis Felipe MÉLIZ,11 AUG 1979,CUB,1,La Habana (CUB),01 DEC 2002,1188
37,1297,8.23,1.0,Savanté STRINGFELLOW,06 NOV 1978,USA,2,"Eugene, OR (USA)",24 MAY 2003,1188
38,1297,8.23,-0.2,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,"Carson, CA (USA)",01 JUN 2003,1189
39,1297,8.23,0.7,Iván PEDROSO,17 DEC 1972,CUB,1,Santo Domingo (DOM),06 AUG 2003,1188
40,1297,8.23,0.0,Vitaliy SHKURLATOV,25 MAY 1979,RUS,1,Tula (RUS),10 AUG 2003,1188
41,1297,8.23,0.4,Danil BURKENYA,20 JUL 1978,RUS,2,Tula (RUS),10 AUG 2003,1188
42,1297,8.23,0.0,Siniša ERGOTIĆ,14 SEP 1968,CRO,2,Córdoba (ESP),06 SEP 2003,1188
43,1297,8.23,0.5,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,Manila (PHI),23 SEP 2003,1188
44,1297,8.23,-2.5,Dwight PHILLIPS,01 OCT 1977,USA,1,Sevilla (ESP),05 JUN 2004,1203
