"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
6,6595,22.96,-1.0,Vera KOMISOVA,11 JUN 1953,URS,1,Viareggio (ITA),14 AUG 1980,1145
7,6595,22.96,,Jacqueline PUSEY,14 AUG 1959,JAM,3,Lausanne (SUI),15 AUG 1980,1139
8,6595,22.96,-2.9,Bev CALLENDER,28 AUG 1956,GBR,3h2,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1156
9,6595,22.96,,Alice BROWN,20 SEP 1960,USA,1,"Irvine, CA (USA)",13 JUN 1983,1139
10,6595,22.96,1.8,Irina BASKAKOVA,25 AUG 1956,URS,2,Leningrad (URS),27 JUL 1983,1139
11,6595,22.96,-1.7,Anelia NUNEVA,30 JUN 1962,BUL,4,London (GBR),21 AUG 1983,1149
12,6595,22.96,0.3,Angella ISSAJENKO,28 SEP 1958,CAN,1h2,Edinburgh (GBR),28 JUL 1986,1139
13,6595,22.96,1.3,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,3,"Irvine, CA (USA)",14 JUN 1987,1139
14,6595,22.96,0.9,Gwen TORRENCE,12 JUN 1965,USA,1h2,"Indianapolis, IN (USA)",22 JUL 1988,1139
15,6595,22.96,,Agnieszka JECHOWSKA-SIWEK,21 JAN 1962,POL,4qf4,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988,1139
16,6595,22.96,0.2,Sabine RIEGER-GÜNTHER,06 NOV 1963,GDR,1,Rostock (GER),24 JUN 1990,1139
17,6595,22.96,-0.1,Grace JACKSON,14 JUN 1961,JAM,3,"Seattle, WA (USA)",25 JUL 1990,1139
18,6595,22.96,,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,2,Stockholm (SWE),02 JUL 1992,1139
19,6595,22.96,0.3,Dyan WEBBER,09 APR 1966,USA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1139
20,6595,22.96,0.9,Galina MALCHUGINA,17 DEC 1962,RUS,3,Paris-St-Denis (FRA),01 JUN 1995,1139
21,6595,22.96,-0.5,Petya PENDAREVA,20 JAN 1971,BUL,4h3,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995,1142
22,6595,22.96,1.5,Dahlia DUHANEY,20 JUL 1970,JAM,2,"Baton Rouge, LA (USA)",20 APR 1996,1139
23,6595,22.96,1.6,Danette YOUNG-STONE,06 OCT 1964,USA,2qf,"Atlanta, GA (USA)",22 JUN 1996,1139
24,6595,22.96,-0.4,Simmone Kim JACOBS,05 SEP 1966,GBR,6qf3,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1141
25,6595,22.96,-3.8,Katerina KOFFA,10 APR 1969,GRE,1,Praha (CZE),08 JUN 1997,1161
26,6595,22.96,0.4,LaKeisha BACKUS,25 DEC 1976,USA,1,"Austin, TX (USA)",18 APR 1998,1139
27,6595,22.96,-1.2,Jiankui YAN,19 MAR 1976,CHN,1,Beijing (CHN),07 JUN 1998,1146
28,6595,22.96,-1.9,Monika GACHEVSKA,30 JAN 1974,BUL,1,Sofia (BUL),21 JUN 1998,1150
29,6595,22.96,-0.9,Erika SUCHOVSKÁ,27 JUL 1967,CZE,1,"Petrovskiy Stadium, St. Petersburg (RUS)",28 JUN 1998,1144
30,6595,22.96,-0.9,Sylviane FÉLIX,31 OCT 1977,FRA,2,"Petrovskiy Stadium, St. Petersburg (RUS)",28 JUN 1998,1144
31,6595,22.96,0.5,Irina KHABAROVA,18 MAR 1966,RUS,sf,Moskva (RUS),02 AUG 1998,1139
32,6595,22.96,1.3,Wendy HARTMAN-SEEGERS,28 FEB 1976,RSA,1,Germiston (RSA),13 FEB 1999,1139
33,6595,22.96,0.0,LaTasha JENKINS,19 DEC 1977,USA,1,"Des Moines, IA (USA)",24 APR 1999,1139
34,6595,22.96,1.3,K.V. Damayanthi DARSHA,13 DEC 1975,SRI,3,Doha (QAT),13 MAY 1999,1139
35,6595,22.96,-0.2,Alenka BIKAR,07 JAN 1974,SLO,1,Velenje (SLO),26 JUN 1999,1140
36,6595,22.96,1.5,Oksana EKK,26 NOV 1974,RUS,h,Tula (RUS),31 JUL 1999,1139
37,6595,22.96,0.0,Zuzanna RADECKA-PAKASZEWSKA,02 APR 1975,POL,6qf1,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1139
38,6595,22.96,1.4,Louise AYETOTCHÉ,03 JUN 1975,CIV,1,"Sacramento, CA (USA)",21 MAY 2000,1139
39,6595,22.96,-0.4,Zhanna PINTUSEVICH,06 JUL 1972,UKR,2,Chania (GRE),14 JUN 2000,1141
40,6595,22.96,-0.4,Savatheda FYNES,17 OCT 1974,BAH,3,Chania (GRE),14 JUN 2000,1141
41,6595,22.96,0.2,Viktoriya FOMENKO,02 OCT 1970,UKR,1,Kyiv (UKR),17 JUN 2000,1139
42,6595,22.96,-2.0,Astia WALKER,04 APR 1975,JAM,3,Kingston (JAM),22 JUL 2000,1151
43,6595,22.96,-0.3,LaTasha JENKINS,19 DEC 1977,USA,3,Hechtel (BEL),05 AUG 2000,1140
44,6595,22.96,-0.2,Zuzanna RADECKA-PAKASZEWSKA,02 APR 1975,POL,1,Kraków (POL),06 AUG 2000,1140
45,6595,22.96,0.6,Mercy NKU,17 JUL 1976,NGR,1,Rieti (ITA),03 SEP 2000,1139
46,6595,22.96,1.5,Muriel HURTIS,25 MAR 1979,FRA,1,Montgeron (FRA),25 MAY 2002,1139
47,6595,22.96,1.7,Shani ANDERSON,07 AUG 1975,GBR,1,Cork (IRL),06 JUL 2002,1139
48,6595,22.96,-1.7,Susanthika JAYASINGHE,17 DEC 1975,SRI,1sf1,Colombo (SRI),11 AUG 2002,1149
49,6595,22.96,-0.3,Kim GEVAERT,05 AUG 1978,BEL,5,Bruxelles (BEL),30 AUG 2002,1140
50,6595,22.96,-1.5,Lauren HEWITT,25 NOV 1978,AUS,1,Canberra (AUS),22 FEB 2003,1148
51,6595,22.96,0.0,Natalya VINOGRADOVA,28 FEB 1973,BLR,2,Pretoria (RSA),04 APR 2003,1139
52,6595,22.96,0.5,Beverly MCDONALD,15 FEB 1970,JAM,3,Poznan (POL),29 JUN 2003,1139
53,6595,22.96,0.0,Beverly MCDONALD,15 FEB 1970,JAM,4qf1,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1139
54,6595,22.96,-0.3,Natalya VINOGRADOVA,28 FEB 1973,BLR,2qf3,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1140
55,6595,22.96,0.0,Marina MAYDANOVA-MINDAREVA,22 AUG 1982,UKR,1,Rovereto (ITA),10 SEP 2003,1139
56,6595,22.96,1.4,Muriel HURTIS,25 MAR 1979,FRA,2,Yokohama (JPN),23 SEP 2003,1139
57,6595,22.96,-0.6,Tonette DYER,28 MAR 1982,USA,1,"Knoxville, TN (USA)",10 APR 2004,1142
58,6595,22.96,1.7,Stephanie DURST,06 JAN 1982,USA,1,"Baton Rouge, LA (USA)",17 APR 2004,1139
59,6595,22.96,2.0,Sylviane FÉLIX,31 OCT 1977,FRA,2,Montgeron (FRA),16 MAY 2004,1139
60,6595,22.96,0.1,Abiodun OYEPITAN,30 DEC 1979,GBR,1,Kalamata (GRE),29 MAY 2004,1139
61,6595,22.96,1.1,Irina KHABAROVA,18 MAR 1966,RUS,1,Kazan (RUS),09 JUL 2004,1139
62,6595,22.96,,Natalya ANTYUKH,26 JUN 1981,RUS,1,Moskva (RUS),20 JUL 2004,1139
63,6595,22.96,1.7,Lauren HEWITT,25 NOV 1978,AUS,2,Naimette-Xhovémont (BEL),03 AUG 2004,1139
64,6595,22.96,0.3,LaShauntea MOORE,31 JUL 1983,USA,4qf1,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1139
65,6595,22.96,0.0,Monique HENDERSON,18 FEB 1983,USA,1,"Tempe, AZ (USA)",16 APR 2005,1139
66,6595,22.96,0.0,Christine ARRON,13 SEP 1973,FRA,1,Noisy-le-Grand (FRA),07 JUN 2005,1139
67,6595,22.96,0.6,Alexandria ANDERSON,28 JAN 1987,USA,2,"Carson, CA (USA)",24 JUN 2005,1139
68,6595,22.96,0.8,Carol RODRÍGUEZ,16 DEC 1985,PUR,4,"Sacramento, CA (USA)",10 JUN 2006,1139
69,6595,22.96,-0.4,LaShauntea MOORE,31 JUL 1983,USA,13h,"Indianapolis, IN (USA)",24 JUN 2006,1141
70,6595,22.96,-0.2,Yuliya GUSHCHINA,04 MAR 1983,RUS,4,"Olympic Stadium, Athina (GRE)",17 SEP 2006,1140
71,6595,22.96,0.3,Debbie DUNN,26 MAR 1978,USA,1,"Lauderdale Lakes, FL (USA)",07 APR 2007,1139
72,6595,22.96,0.9,Muriel HURTIS,25 MAR 1979,FRA,1,Paris (FRA),17 JUN 2007,1139
73,6595,22.96,-1.5,Rachelle BOONE-SMITH,30 JUN 1981,USA,3,Rethymno (GRE),18 JUL 2007,1148
74,6595,22.96,-0.6,Sherry FLETCHER,17 JAN 1986,GRN,3,Rio de Janeiro (BRA),27 JUL 2007,1142
75,6595,22.96,1.3,Yelena BOLSUN,25 JUN 1982,RUS,1sf2,Tula (RUS),02 AUG 2007,1139
76,6595,22.96,0.7,Kim GEVAERT,05 AUG 1978,BEL,4qf2,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1139
77,6595,22.96,0.8,Sherry FLETCHER,17 JAN 1986,GRN,5sf1,"Yanmar Stadium Nagai, Osaka (JPN)",30 AUG 2007,1139
78,6595,22.96,1.5,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,1f1,"Baton Rouge, LA (USA)",12 APR 2008,1139
79,6595,22.96,-0.6,Shalonda SOLOMON,19 DEC 1985,USA,6,"Carson, CA (USA)",18 MAY 2008,1142
80,6595,22.96,0.7,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,6,"Olympiastadion, Berlin (GER)",01 JUN 2008,1139
81,6595,22.96,-1.6,Simone FACEY,07 MAY 1985,JAM,2sf2,"Des Moines, IA (USA)",12 JUN 2008,1148
82,6595,22.96,1.0,Meritzer WILLIAMS,01 JAN 1989,SKN,2,Basseterre (SKN),21 JUN 2008,1139
83,6595,22.96,1.8,Aleksandra FEDORIVA-SPAYER,13 SEP 1988,RUS,1h1,Chelyabinsk (RUS),27 JUN 2008,1139
84,6595,22.96,-2.7,Simone FACEY,07 MAY 1985,JAM,2h1,Kingston (JAM),29 JUN 2008,1155
85,6595,22.96,0.7,Aleen BAILEY,25 NOV 1980,JAM,1,"National Stadium, Kingston (JAM)",02 MAY 2009,1139
86,6595,22.96,-0.1,Alexandria ANDERSON,28 JAN 1987,USA,1h4,"Lubbock, TX (USA)",16 MAY 2009,1139
87,6595,22.96,-1.1,Simone FACEY,07 MAY 1985,JAM,3,Kingston (JAM),28 JUN 2009,1145
88,6595,22.96,0.0,Monique DELL,23 SEP 1985,NZL,2h3,"Olympiastadion, Berlin (GER)",19 AUG 2009,1139
89,6595,22.96,0.5,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,4sf3,"Olympiastadion, Berlin (GER)",20 AUG 2009,1139
90,6595,22.96,1.8,Ebonie FLOYD,21 OCT 1983,USA,5,Moskva (RUS),29 JUN 2010,1139
91,6595,22.96,1.3,Shareese WOODS,20 FEB 1985,USA,1f1,Velletri (ITA),17 JUL 2010,1139
92,6595,22.96,0.5,Kimberlyn DUNCAN,02 AUG 1991,USA,1h4,"Athens, GA (USA)",13 MAY 2011,1139
93,6595,22.96,-0.2,Charonda WILLIAMS,27 MAR 1987,USA,1f1,Ponce (PUR),14 MAY 2011,1140
94,6595,22.96,1.3,Mariya RYEMYEN,02 AUG 1987,UKR,2,Izmir (TUR),22 MAY 2011,1139
95,6595,22.96,0.1,Octavious FREEMAN,20 APR 1992,USA,1,"Orlando, FL (USA)",28 MAY 2011,1139
96,6595,22.96,-2.8,Bianca KNIGHT,02 JAN 1989,USA,2,"Icahn Stadium, New York, NY (USA)",11 JUN 2011,1155
97,6595,22.96,0.7,Tiffany TOWNSEND,14 JUN 1989,USA,2,"National Stadium, Shenzhen (CHN)",19 AUG 2011,1139
98,6595,22.96,-0.3,Ana Claudia LEMOS,06 NOV 1988,BRA,3h3,"DS, Daegu (KOR)",01 SEP 2011,1140
99,6595,22.96,-1.0,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,6,"DS, Daegu (KOR)",02 SEP 2011,1145
0,6595,22.96,0.9,Dominique DUNCAN,07 MAY 1990,USA,3,"Manhattan, KS (USA)",13 MAY 2012,1139
1,6595,22.96,-0.3,Mikele BARBER,04 OCT 1980,USA,3,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1140
2,6595,22.96,-0.3,Tameka WILLIAMS,31 AUG 1989,SKN,1f1,Zhukovskiy (RUS),17 JUN 2012,1140
3,6595,22.96,-1.9,Kai SELVON,13 APR 1992,TTO,1f2,Port-of-Spain (TTO),24 JUN 2012,1150
4,6595,22.96,1.0,Shalonda SOLOMON,19 DEC 1985,USA,2h3,"Hayward Field, Eugene, OR (USA)",28 JUN 2012,1139
5,6595,22.96,0.0,Viktoriya KASHEYEVA,07 MAY 1989,UKR,1h2,"Olympiastadion, Helsinki (FIN)",29 JUN 2012,1139
6,6595,22.96,0.8,Tiffany TOWNSEND,14 JUN 1989,USA,3sf3,"Hayward Field, Eugene, OR (USA)",29 JUN 2012,1139
7,6595,22.96,1.8,Kerron STEWART,16 APR 1984,JAM,2h3,Kingston (JAM),30 JUN 2012,1139
8,6595,22.96,0.0,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,4,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1139
9,6595,22.96,0.7,Lauryn WILLIAMS,11 SEP 1983,USA,1,"Letzigrund, Zürich (SUI)",30 AUG 2012,1139
10,6595,22.96,-0.7,Mariya RYEMYEN,02 AUG 1987,UKR,4,Padova (ITA),02 SEP 2012,1143
11,6595,22.96,-0.2,Charonda WILLIAMS,27 MAR 1987,USA,3,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2012,1140
12,6595,22.96,0.3,Viktoriya KASHEYEVA,07 MAY 1989,UKR,1,Yalta (UKR),18 MAY 2013,1139
13,6595,22.96,-1.3,Sherone SIMPSON,12 AUG 1984,JAM,4,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1146
14,6595,22.96,1.2,Myriam SOUMARÉ,29 OCT 1986,FRA,5,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1139
15,6595,22.96,-0.5,Lenora GUION FIRMIN,07 AUG 1991,FRA,2,"Ratinan Stadion, Tampere (FIN)",13 JUL 2013,1142
16,6595,22.96,0.7,Anyika ONUORA,28 OCT 1984,GBR,1h2,Birmingham (GBR),14 JUL 2013,1139
17,6595,22.96,0.7,Myriam SOUMARÉ,29 OCT 1986,FRA,1,Paris (FRA),14 JUL 2013,1139
18,6595,22.96,0.0,Kimberlyn DUNCAN,02 AUG 1991,USA,3,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1139
19,6595,22.96,0.1,Arianna WASHINGTON,04 SEP 1996,USA,1,"Clovis, CA (USA)",07 JUN 2014,1139
20,6595,22.96,1.0,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,Kingston (JAM),11 APR 2015,1139
21,6595,22.96,1.9,Justine PALFRAMAN,04 NOV 1993,RSA,1,Stellenbosch (RSA),25 APR 2015,1139
22,6595,22.96,1.9,A'Keyla MITCHELL,25 OCT 1995,USA,1h1,"Austin, TX (USA)",29 MAY 2015,1139
23,6595,22.96,1.8,Felicia BROWN,27 OCT 1993,USA,3sf2,"Eugene, OR (USA)",11 JUN 2015,1139
24,6595,22.96,1.6,Isidora JIMÉNEZ,10 AUG 1993,CHI,5sf1,"CIBC, Toronto (CAN)",23 JUL 2015,1139
25,6595,22.96,2.0,Morolake AKINOSUN,17 MAY 1994,USA,3f1,"Austin, TX (USA)",16 APR 2016,1139
26,6595,22.96,-0.2,Ashleigh NELSON,20 FEB 1991,GBR,1f6,"Waco, TX (USA)",23 APR 2016,1140
27,6595,22.96,-0.4,Jodie WILLIAMS,28 SEP 1993,GBR,6,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1141
28,6595,22.96,-0.1,Anthonique STRACHAN,22 AUG 1993,BAH,3h5,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1139
29,6595,22.96,1.0,Joanna ATKINS,31 JAN 1989,USA,5f1,St. George's (GRN),08 APR 2017,1139
30,6595,22.96,0.0,Sydney MCLAUGHLIN,07 AUG 1999,USA,1f2,"Egg Harbor City, NJ (USA)",03 JUN 2017,1139
31,6595,22.96,-1.8,Joanna ATKINS,31 JAN 1989,USA,3h1,"Sacramento, CA (USA)",24 JUN 2017,1149
32,6595,22.96,1.1,Sarah ATCHO,01 JUN 1995,SUI,1h4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",14 JUL 2017,1139
33,6595,22.96,-0.2,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,3sf1,"Olympic Stadium, London (GBR)",10 AUG 2017,1140
34,6595,22.96,-1.4,Irene SIRAGUSA,23 JUN 1993,ITA,1,"Taipei Municipal Stadium, Taipei City (TPE)",26 AUG 2017,1147
35,6595,22.96,1.5,Khianna GRAY,30 DEC 1996,USA,4f1,"Gainesville, FL (USA)",29 MAR 2018,1139
36,6595,22.96,0.5,Ka'Tia SEYMOUR,03 OCT 1997,USA,1f1,"Gainesville, FL (USA)",30 MAR 2018,1139
37,6595,22.96,1.9,Diamond SPAULDING,29 SEP 1996,USA,3f1,"Baton Rouge, LA (USA)",28 APR 2018,1139
38,6595,22.96,0.3,Lingwei KONG,28 JUL 1995,CHN,1,Huai'an (CHN),18 MAY 2018,1139
39,6595,22.96,1.8,Zakiya DENOON,23 NOV 1995,TTO,3h3,"Tampa, FL (USA)",25 MAY 2018,1139
40,6595,22.96,1.7,Aiyanna STIVERNE,20 FEB 1995,CAN,2,Ottawa (CAN),07 JUL 2018,1139
41,6595,22.96,0.6,Jodean WILLIAMS,11 NOV 1993,JAM,3,Barranquilla (COL),01 AUG 2018,1139
42,6595,22.96,-0.7,Edidiong Ofinome ODIONG,13 MAR 1997,BRN,1,Jakarta (INA),29 AUG 2018,1143
43,6595,22.96,0.1,Jenna PRANDINI,20 NOV 1992,USA,5,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1139
44,6595,22.96,1.9,Ka'Tia SEYMOUR,03 OCT 1997,USA,1h1,"Charlottesville, VA (USA)",09 MAY 2019,1139
45,6595,22.96,-0.4,Tamari DAVIS,15 FEB 2003,USA,1,"Atlanta, GA (USA)",26 MAY 2019,1141
46,6595,22.96,-0.2,Shashalee FORBES,10 MAY 1996,JAM,4,Kingston (JAM),23 JUN 2019,1140
47,6595,22.96,1.5,Kamaria DURANT,24 FEB 1991,TTO,1f2,Port-of-Spain (TTO),28 JUL 2019,1139
48,6595,22.96,0.1,Marie-Josée TA LOU,18 NOV 1988,CIV,1h6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",29 AUG 2019,1139
49,6595,22.96,-0.1,Shakima WIMBLEY,23 APR 1995,USA,2f1,"Life University Track & Field Stadium, Marietta, GA (USA)",29 JUL 2020,1139
50,6595,22.96,0.3,Lieke KLAVER,20 AUG 1998,NED,1,"Stadio Comunale, Bellinzona (SUI)",15 SEP 2020,1139
51,6595,22.96,0.6,Ella CONNOLLY,13 JUL 2000,AUS,1f1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",30 JAN 2021,1139
52,6595,22.96,-1.8,Shericka JACKSON,16 JUL 1994,JAM,1f2,"National Stadium, Kingston (JAM)",20 FEB 2021,1149
53,6595,22.96,1.1,Brittany AVENI,18 JAN 1998,USA,1f1,"UVA Lanningan Field, Charlottesville, VA (USA)",03 APR 2021,1139
54,6595,22.96,1.6,Kayla WHITE,24 SEP 1996,USA,1f1,"Irwin Belk Track, Greensboro, NC (USA)",10 APR 2021,1139
55,6595,22.96,0.4,Shae ANDERSON,07 APR 1999,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",17 APR 2021,1139
56,6595,22.96,0.8,Rhasidat ADELEKE,29 AUG 2002,IRL,1h4,"RV Christian Track, Manhattan, KS (USA)",15 MAY 2021,1139
57,6595,22.96,1.6,Melissa JEFFERSON,21 FEB 2001,USA,1,"Jaguar Track, Mobile, AL (USA)",15 MAY 2021,1139
58,6595,22.96,0.1,Alexa ROSSUM,06 JAN 2001,USA,5h3,"Cushing Stadium, College Station, TX (USA)",29 MAY 2021,1139
59,6595,22.96,0.1,Lisa Marie KWAYIE,27 OCT 1996,GER,1f4,"Sportanlage am Weinweg, Regensburg (GER)",20 JUN 2021,1139
60,6595,22.96,1.0,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,2,"Michael-Hoffmann-Stadion, Mannheim (GER)",25 JUN 2021,1139
61,6595,22.96,0.1,Lieke KLAVER,20 AUG 1998,NED,2,"Stadion Wankdorf, Bern (SUI)",21 AUG 2021,1139
62,6595,22.96,0.0,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,1,"Pascual Guerrero Stadium, Cali (COL)",03 DEC 2021,1139
63,6595,22.96,2.0,Praise Oghenefejiro IDAMADUDU,18 DEC 1998,NGR,1h3,"Cumberland James H. Taylor, II Stadium, Williamsburg, KY (USA)",01 MAY 2022,1139
64,6595,22.96,-0.3,Laila OWENS,2002,USA,1h4,"Ole Miss T&F Complex, Oxford, MS (USA)",12 MAY 2022,1140
65,6595,22.96,1.4,Vitoria Cristina ROSA,12 JAN 1996,BRA,3,"Golęcin Stadion, Poznan (POL)",27 MAY 2022,1139
66,6595,22.96,-0.2,Iman BROWN,2002,USA,5sf2,"Hayward Field, Eugene, OR (USA)",09 JUN 2022,1140
67,6595,22.96,0.5,Candace HILL,11 FEB 1999,USA,3h1,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,1139
68,6595,22.96,1.3,Jamile SAMUEL,24 APR 1992,NED,1f1,"Stedelijke Atletiekpiste, Ninove (BEL)",16 JUL 2022,1139
69,6595,22.96,-0.7,Alana REID,20 JAN 2005,JAM,1,"National Stadium, Kingston (JAM)",12 MAR 2023,1143
70,6595,22.96,0.7,Karimah DAVIS,23 NOV 1998,USA,3h3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 MAY 2023,1139
71,6772,22.97,,Raelene BOYLE,24 MAY 1951,AUS,1qf2,"Olympic Stadium, Montréal (CAN)",26 JUL 1976,1138
72,6772,22.97,0.0,Ingeborg HELTEN,31 DEC 1950,FRG,3sf1,"Olympic Stadium, Montréal (CAN)",28 JUL 1976,1138
73,6772,22.97,,Bärbel ECKERT,21 MAR 1955,GDR,1,Dresden (GER),07 AUG 1977,1138
74,6772,22.97,,Irena SZEWIŃSKA,24 MAY 1946,POL,2,Stockholm (SWE),03 JUL 1978,1138
75,6772,22.97,0.2,Lilyana IVANOVA,17 MAR 1956,BUL,6,Torino (ITA),05 AUG 1979,1138
76,6772,22.97,-3.2,Raymonde NAIGRE,23 JAN 1960,FRA,1,Thonon-les-Bains (FRA),22 JUN 1980,1157
77,6772,22.97,,Bev CALLENDER,28 AUG 1956,GBR,3qf2,"Lenin Stadium, Moskva (URS)",28 JUL 1980,1138
78,6772,22.97,0.4,Heike SCHULTE-MATTLER,27 MAY 1958,FRG,1,München (GER),25 JUL 1982,1138
79,6772,22.97,0.4,Kathy COOK,03 MAY 1960,GBR,2h1,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1138
80,6772,22.97,0.9,Liliane GASCHET,16 MAR 1962,FRA,7,"Olympic Stadium, Athina (GRE)",09 SEP 1982,1138
81,6772,22.97,,Romy SCHNEIDER-MÜLLER,26 JUL 1958,GDR,2,Erfurt (GER),29 MAY 1983,1138
82,6772,22.97,,Ines GEIPEL-SCHMIDT,07 JUL 1960,GDR,1,Dresden (GER),16 JUL 1983,1138
83,6772,22.97,1.7,Taťána KOCEMBOVÁ,02 MAY 1962,TCH,1,Praha (TCH),24 JUL 1983,1138
84,6772,22.97,1.8,Sherri HOWARD,01 JUN 1962,USA,1,"Los Angeles, CA (USA)",21 APR 1984,1138
85,6772,22.97,0.1,Marina MOLOKOVA,24 AUG 1962,URS,5,Kiev (URS),20 JUN 1984,1138
86,6772,22.97,1.1,Angela BAILEY,28 FEB 1962,CAN,3qf1,"Memorial Coliseum, Los Angeles, CA (USA)",08 AUG 1984,1138
87,6772,22.97,1.1,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,4qf1,"Memorial Coliseum, Los Angeles, CA (USA)",08 AUG 1984,1138
88,6772,22.97,,Valerie BRISCO-HOOKS,06 JUL 1960,USA,2,London (GBR),07 SEP 1984,1138
89,6772,22.97,-0.3,Alice BROWN,20 SEP 1960,USA,3,Stockholm (SWE),01 JUL 1986,1139
90,6772,22.97,-0.3,Heike MORGENSTERN,13 DEC 1962,GDR,2,Dresden (GER),17 AUG 1986,1139
91,6772,22.97,-0.5,Iolanda OANTA,11 OCT 1965,ROU,1,Sofia (BUL),30 MAY 1987,1141
92,6772,22.97,1.2,Randy GIVENS,27 MAR 1962,USA,2,"Westwood, CA (USA)",07 JUN 1987,1138
93,6772,22.97,0.1,Gail DEVERS,19 NOV 1966,USA,3h1,San José (USA),25 JUN 1987,1138
94,6772,22.97,-1.0,Angela BAILEY,28 FEB 1962,CAN,6sf1,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1144
95,6772,22.97,1.6,Silke MÖLLER,20 JUN 1964,GDR,1h2,Rostock (GER),26 JUN 1988,1138
96,6772,22.97,0.0,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,3,Köln (GER),21 AUG 1988,1138
97,6772,22.97,0.5,Celena MONDIE-MILNER,06 AUG 1968,USA,5,"Norwalk, CA (USA)",16 JUN 1990,1138
98,6772,22.97,0.8,Antonina SLYUSSAR,19 MAR 1963,URS,1,Lugansk (URS),26 JUL 1990,1138
99,6772,22.97,0.3,Silke-Beate KNOLL,21 FEB 1967,GER,3qf3,"National Stadium, Tokyo (JPN)",29 AUG 1991,1138
0,6772,22.97,0.4,Galina MALCHUGINA,17 DEC 1962,RUS,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1138
1,6772,22.97,1.0,Melinda GAINSFORD,01 OCT 1971,AUS,7,"Stade Louis II, Monaco (MON)",07 AUG 1993,1138
2,6772,22.97,-0.5,Dahlia DUHANEY,20 JUL 1970,JAM,7sf1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,1141
3,6772,22.97,-2.0,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,2,São Paulo (BRA),14 MAY 1995,1150
4,6772,22.97,1.1,Sandra MYERS,09 JAN 1961,ESP,3f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,1138
5,6772,22.97,,Nancy MCLEON,01 MAY 1971,CUB,1,Ciudad de Guatemala (GUA),16 JUL 1995,1138
6,6772,22.97,0.0,Astia WALKER,04 APR 1975,JAM,1,"Baton Rouge, LA (USA)",11 MAY 1996,1138
7,6772,22.97,1.6,Falilat OGUNKOYA-OSHEKU,05 DEC 1968,NGR,4,St-Denis (FRA),03 JUN 1996,1138
8,6772,22.97,0.0,Juliet CUTHBERT,09 APR 1964,JAM,3,Nice (FRA),10 JUL 1996,1138
9,6772,22.97,-0.5,Chandra STURRUP,12 SEP 1971,BAH,2,"Eugene, OR (USA)",25 MAY 1997,1141
10,6772,22.97,-4.0,Chandra STURRUP,12 SEP 1971,BAH,2,Sevilla (ESP),29 MAY 1997,1162
11,6772,22.97,-0.9,Marina TRANDENKOVA,07 JAN 1967,RUS,1,Moskva (RUS),08 JUN 1997,1143
