"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
20,605,6.96,2.0,Renata NIELSEN,18 MAY 1966,DEN,,Sevilla (ESP),05 JUN 1994,1209
21,605,6.96,-1.0,Jackie JOYNER-KERSEE,03 MAR 1962,USA,ce,St. Petersburg (RUS),26 JUL 1994,1215
22,605,6.96,1.6,Heike DRECHSLER,16 DEC 1964,GER,2,Moskva (RUS),05 JUN 1995,1209
23,605,6.96,1.5,Fiona MAY,12 DEC 1969,ITA,,Villeneuve d'Ascq (FRA),25 JUN 1995,1209
24,605,6.96,-1.9,Niki XANTHOU,11 OCT 1973,GRE,1,Kalamata (GRE),22 JUN 1996,1220
25,605,6.96,1.9,Dawn BURRELL,01 NOV 1973,USA,1,"Eugene, OR (USA)",25 JUN 1999,1209
26,605,6.96,0.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,Bruxelles (BEL),25 AUG 2000,1209
27,605,6.96,0.9,Tatyana KOTOVA,11 DEC 1976,RUS,1,"Olympiastadion, Berlin (GER)",01 SEP 2000,1209
28,605,6.96,0.8,Bronwyn THOMPSON,29 JAN 1978,AUS,4,"Olympic Stadium, Athina (GRE)",27 AUG 2004,1209
29,605,6.96,0.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,Tula (RUS),13 JUL 2005,1209
30,605,6.96,0.5,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1q1,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1209
31,605,6.96,1.0,Naide GOMES,20 NOV 1979,POR,1q2,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1209
32,605,6.96,1.6,Funmi JIMOH,29 MAY 1984,USA,2,Doha (QAT),08 MAY 2009,1209
33,605,6.96,1.2,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,2,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1209
34,605,6.96,1.7,Blessing OKAGBARE,09 OCT 1988,NGR,1,Porto Novo (BEN),29 JUN 2012,1209
35,605,6.96,1.0,Brittney REESE,09 SEP 1986,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1209
36,605,6.96,1.1,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,,"Sports Park Mladost, Zagreb (CRO)",06 SEP 2016,1209
37,605,6.96,0.1,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,4,"Olympic Stadium, London (GBR)",11 AUG 2017,1209
38,605,6.96,1.5,Malaika MIHAMBO,03 FEB 1994,GER,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1209
39,605,6.96,-2.1,Ese BRUME,20 JAN 1996,NGR,1,Erzurum (TUR),24 JUL 2019,1221
40,605,6.96,2.0,Tyra GITTENS,06 JUN 1998,TTO,1ce,"Cushing Stadium, College Station, TX (USA)",14 MAY 2021,1209
41,605,6.96,1.6,Quanesha BURKS,15 MAR 1995,USA,3,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1209
42,605,6.96,0.2,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021,1209
43,644,6.95,0.4,Anna WŁODARCZYK,24 MAR 1951,POL,4,"Lenin Stadium, Moskva (URS)",31 JUL 1980,1207
44,644,6.95,-2.1,Galina CHISTYAKOVA,26 JUL 1962,URS,1,Praha (TCH),09 JUN 1984,1219
45,644,6.95,0.2,Irina VALYUKEVICH,19 NOV 1959,URS,2,Donetsk (URS),09 SEP 1984,1207
46,644,6.95,0.0,Heike DRECHSLER,16 DEC 1964,GDR,1,Tokyo (JPN),14 SEP 1984,1207
47,644,6.95,,Helga RADTKE,16 MAY 1962,GDR,1,Wien (AUT),17 AUG 1985,1207
48,644,6.95,0.0,Carol LEWIS,08 AUG 1963,USA,3,Tokyo (JPN),21 SEP 1985,1207
49,644,6.95,1.6,Larisa BEREZHNAYA,28 FEB 1961,URS,1,Sochi (URS),24 MAY 1986,1207
50,644,6.95,0.4,Irina VALYUKEVICH,19 NOV 1959,URS,3,Leningrad (URS),08 JUN 1986,1207
51,644,6.95,0.5,Nijolé MEDVEDEVA,20 OCT 1960,URS,2,Kiev (URS),15 JUL 1986,1207
52,644,6.95,-0.4,Yelena BELEVSKAYA,11 OCT 1963,URS,1,Tashkent (UZB),20 SEP 1986,1209
53,644,6.95,1.9,Eva MURKOVÁ,29 MAY 1962,TCH,1,Bratislava (TCH),13 JUN 1987,1207
54,644,6.95,-0.9,Yelena KHLOPOTNOVA,04 AUG 1963,URS,3,Bryansk (URS),18 JUL 1987,1212
55,644,6.95,0.7,Heike DRECHSLER,16 DEC 1964,GDR,1q1,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1207
56,644,6.95,,Marieta ILCU,16 OCT 1962,ROU,1,Bucureşti (ROU),27 AUG 1988,1207
57,644,6.95,1.1,Galina CHISTYAKOVA,26 JUL 1962,URS,1,Bratislava (TCH),14 JUN 1989,1207
58,644,6.95,1.0,Helga RADTKE,16 MAY 1962,GDR,1,Edinburgh (GBR),07 JUL 1989,1207
59,644,6.95,0.4,Larisa BEREZHNAYA,28 FEB 1961,URS,1,Gorkiy (URS),22 JUL 1989,1207
60,644,6.95,0.3,Inessa KRAVETS,05 OCT 1966,URS,2,Granada (ESP),25 MAY 1991,1207
61,644,6.95,1.2,Inessa KRAVETS,05 OCT 1966,URS,3,Sevilla (ESP),30 MAY 1991,1207
62,644,6.95,0.6,Ludmila NINOVA,25 JUN 1960,AUT,4,Sevilla (ESP),30 MAY 1991,1207
63,644,6.95,1.1,Olena KHLOPOTNOVA,04 AUG 1963,UKR,1,Kyiv (UKR),30 MAY 1992,1207
64,644,6.95,,Heike DRECHSLER,16 DEC 1964,GER,1,Rosenheim (GER),12 SEP 1992,1207
65,644,6.95,1.0,Fiona MAY,12 DEC 1969,ITA,,Sestriere (ITA),31 JUL 1994,1207
66,644,6.95,-0.4,Jackie JOYNER-KERSEE,03 MAR 1962,USA,3,Zürich (SUI),17 AUG 1994,1209
67,644,6.95,1.0,Heike DRECHSLER,16 DEC 1964,GER,ce,Talence (FRA),11 SEP 1994,1207
68,644,6.95,0.0,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,Kyiv (UKR),07 JUN 1996,1207
69,644,6.95,1.9,Agata KARCZMAREK,29 NOV 1963,POL,1,Bydgoszcz (POL),21 JUN 1997,1207
70,644,6.95,1.9,Heike DRECHSLER,16 DEC 1964,GER,2,Athina (GRE),17 JUN 1998,1207
71,644,6.95,0.0,Lyudmila GALKINA,20 JAN 1972,RUS,1,Moskva (RUS),05 JUN 1999,1207
72,644,6.95,0.7,Fiona MAY,12 DEC 1969,ITA,1,Nürnberg (GER),13 JUN 1999,1207
73,644,6.95,0.0,Yingnan GUAN,25 APR 1977,CHN,1,Tianjin (CHN),03 MAY 2000,1207
74,644,6.95,0.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,Athina (GRE),31 MAY 2000,1207
75,644,6.95,-0.3,Fiona MAY,12 DEC 1969,ITA,2,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1208
76,644,6.95,0.4,Heike DRECHSLER,16 DEC 1964,GER,2,"Olympiastadion, Berlin (GER)",01 SEP 2000,1207
77,644,6.95,,Tatyana KOTOVA,11 DEC 1976,RUS,1,Kalamata (GRE),02 JUN 2001,1207
78,644,6.95,0.8,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Chania (GRE),09 JUN 2003,1207
79,644,6.95,0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1q2,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1207
80,644,6.95,0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"International Stadium, Gateshead (GBR)",11 JUN 2006,1207
81,644,6.95,1.6,Bronwyn THOMPSON,29 JAN 1978,AUS,2,Rethymno (GRE),21 JUL 2006,1207
82,644,6.95,0.6,Maurren Higa MAGGI,25 JUN 1976,BRA,2q1,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1207
83,644,6.95,1.4,Brittney REESE,09 SEP 1986,USA,1,"Eugene, OR (USA)",03 JUL 2008,1207
84,644,6.95,1.5,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Madrid (ESP),05 JUL 2008,1207
85,644,6.95,0.2,Veronika SHUTKOVA,26 MAY 1986,BLR,1,Brest (BLR),21 MAY 2011,1207
86,644,6.95,1.9,Viktoriya RYBALKO,26 OCT 1982,UKR,1,Yalta (UKR),13 JUN 2012,1207
87,644,6.95,0.1,Shara PROCTOR,16 SEP 1988,GBR,1,Birmingham (GBR),24 JUN 2012,1207
88,644,6.95,0.7,Shara PROCTOR,16 SEP 1988,GBR,2,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1207
89,644,6.95,1.6,Darya KLISHINA,15 JAN 1991,RUS,1,"Olympic Stadium, Cheboksary (RUS)",21 JUN 2015,1207
90,644,6.95,1.1,Janay DELOACH,12 OCT 1985,USA,3,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1207
91,644,6.95,0.9,Christabel NETTEY,02 JUN 1991,CAN,4,"National Stadium, Beijing (CHN)",28 AUG 2015,1207
92,644,6.95,0.7,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,"Shanghai Stadium, Shanghai (CHN)",14 MAY 2016,1207
93,644,6.95,0.6,Malaika MIHAMBO,03 FEB 1994,GER,4,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1207
94,644,6.95,-0.2,Brittney REESE,09 SEP 1986,USA,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,1208
95,644,6.95,0.7,Brittney REESE,09 SEP 1986,USA,1,"Long Beach, CA (USA)",29 JUN 2019,1207
96,644,6.95,1.0,Khaddi SAGNIA,20 APR 1994,SWE,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1207
97,644,6.95,0.5,Brooke BUSCHKUEHL,12 JUL 1993,AUS,2,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1207
98,644,6.95,1.6,Quanesha BURKS,15 MAR 1995,USA,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 APR 2023,1207
99,644,6.95,1.4,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1207
0,701,6.94,0.3,Anișoara CUȘMIR,28 JUN 1962,ROU,1,Fürth (GER),21 MAY 1983,1205
1,701,6.94,1.8,Christine SCHIMA,06 SEP 1962,GDR,3,Dresden (GER),19 MAY 1984,1205
2,701,6.94,1.8,Tatyana PROSKURYAKOVA,13 JAN 1956,URS,1,Kiev (URS),23 JUN 1984,1205
3,701,6.94,1.3,Yelena CHICHEROVA,09 AUG 1958,URS,2,Kiev (URS),23 JUN 1984,1205
4,701,6.94,-1.0,Sheila ECHOLS,02 OCT 1964,USA,1,"Baton Rouge, LA (USA)",05 JUN 1987,1211
5,701,6.94,1.0,Helga RADTKE,16 MAY 1962,GDR,1,Neubrandenburg (GDR),11 JUN 1987,1205
6,701,6.94,1.4,Galina CHISTYAKOVA,26 JUL 1962,URS,1,London (GBR),10 JUL 1987,1205
7,701,6.94,1.6,Marieta ILCU,16 OCT 1962,ROU,2,Edinburgh (GBR),07 JUL 1989,1205
8,701,6.94,0.5,Helga RADTKE,16 MAY 1962,GDR,3,"Poljud Stadion, Split (CRO)",28 AUG 1990,1205
9,701,6.94,-0.4,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,Kiev (URS),19 JUN 1991,1207
10,701,6.94,0.3,Inessa KRAVETS,05 OCT 1966,URS,1,Lapinlahti (FIN),23 JUN 1991,1205
11,701,6.94,1.7,Susen TIEDTKE,23 JAN 1969,GER,1,Berlin (GER),16 JUL 1991,1205
12,701,6.94,0.3,Jackie JOYNER-KERSEE,03 MAR 1962,USA,3,Köln (GER),16 AUG 1992,1205
13,701,6.94,1.3,Jackie JOYNER-KERSEE,03 MAR 1962,USA,4,Rieti (ITA),06 SEP 1992,1205
14,701,6.94,,Heike DRECHSLER,16 DEC 1964,GER,q,Erfurt (GER),01 JUL 1994,1205
15,701,6.94,1.7,Nadine CASTER,15 OCT 1965,FRA,3,Villeneuve d'Ascq (FRA),25 JUN 1995,1205
16,701,6.94,0.9,Heike DRECHSLER,16 DEC 1964,GER,1,Bremen (GER),30 JUN 1995,1205
17,701,6.94,1.7,Niki XANTHOU,11 OCT 1973,GRE,1,Patra (GRE),23 JUL 1995,1205
18,701,6.94,0.8,Jackie JOYNER-KERSEE,03 MAR 1962,USA,q,"Atlanta, GA (USA)",21 JUN 1996,1205
19,701,6.94,-0.5,Magdalena KHRISTOVA,25 FEB 1977,BUL,2,Kalamata (GRE),22 JUN 1996,1208
20,701,6.94,0.1,Niki XANTHOU,11 OCT 1973,GRE,2,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1205
21,701,6.94,1.1,Tatyana TER-MESROBYAN,12 MAY 1968,RUS,2,Chania (GRE),27 MAY 1998,1205
22,701,6.94,0.2,Heike DRECHSLER,16 DEC 1964,GER,1,Berlin (GER),05 JUL 1998,1205
23,701,6.94,-0.2,Fiona MAY,12 DEC 1969,ITA,2,"La Cartuja, Sevilla (ESP)",23 AUG 1999,1206
24,701,6.94,0.1,Fiona MAY,12 DEC 1969,ITA,1,Torino (ITA),10 JUN 2000,1205
25,701,6.94,1.7,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Brisbane (AUS),07 SEP 2001,1205
26,701,6.94,0.2,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Torino (ITA),06 JUN 2003,1205
27,701,6.94,1.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,Rethymno (GRE),06 JUL 2003,1205
28,701,6.94,-0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,Moskva (RUS),02 SEP 2006,1208
29,701,6.94,0.1,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Cochabamba (BOL),03 JUN 2007,1205
30,701,6.94,1.3,Naide GOMES,20 NOV 1979,POR,1,Moskva (RUS),01 JUL 2009,1205
31,701,6.94,1.1,Darya KLISHINA,15 JAN 1991,RUS,1,Yerino (RUS),11 JUN 2010,1205
32,701,6.94,0.3,Brittney REESE,09 SEP 1986,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1205
33,701,6.94,-0.4,Brittney REESE,09 SEP 1986,USA,1,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1207
34,701,6.94,1.1,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Guadalajara (MEX),26 OCT 2011,1205
35,701,6.94,0.9,Tianna BARTOLETTA,30 AUG 1985,USA,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",08 JUL 2014,1205
36,701,6.94,0.7,Lena MALKUS,06 AUG 1993,GER,1f1,Weinheim (GER),30 MAY 2015,1205
37,701,6.94,-1.0,Sosthene MOGUENARA-TAROUM,17 OCT 1989,GER,1,Bad Langensalza (GER),04 JUL 2015,1211
38,701,6.94,0.0,Brooke STRATTON,12 JUL 1993,AUS,1,Canberra (AUS),20 FEB 2016,1205
39,701,6.94,-0.5,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1208
40,701,6.94,0.9,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,"Olympisch Stadion, Amsterdam (NED)",08 JUL 2016,1205
41,701,6.94,1.0,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,"Maria-Theresien-Straße, Innsbruck (AUT)",05 SEP 2020,1205
42,701,6.94,0.3,Lorraine UGEN,22 AUG 1991,GBR,1,"Marietta HS, Marietta, GA (USA)",11 JUN 2021,1205
43,701,6.94,1.8,Deborah ACQUAH,23 MAY 1996,GHA,3,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1205
44,745,6.93,1.1,Carol LEWIS,08 AUG 1963,USA,,"Olympiastadion, Helsinki (FIN)",14 AUG 1983,1202
45,745,6.93,1.8,Brigitte WUJAK,06 MAR 1955,GDR,4,Dresden (GER),19 MAY 1984,1202
46,745,6.93,0.0,Tatyana PROSKURYAKOVA,13 JAN 1956,URS,1,Sochi (URS),26 MAY 1984,1202
47,745,6.93,,Yelena CHICHEROVA,09 AUG 1958,URS,3,Moskva (URS),08 JUL 1984,1202
48,745,6.93,0.1,Tatyana PROSKURYAKOVA,13 JAN 1956,URS,3,Donetsk (URS),09 SEP 1984,1202
49,745,6.93,,Nijolé MEDVEDEVA,20 OCT 1960,URS,2,Tokyo (JPN),14 SEP 1984,1202
50,745,6.93,1.9,Tatyana PROSKURYAKOVA,13 JAN 1956,URS,2,Moskva (URS),08 JUN 1985,1202
51,745,6.93,1.9,Tatyana PROSKURYAKOVA,13 JAN 1956,URS,2,Budapest (HUN),04 AUG 1985,1202
52,745,6.93,0.0,Yelena BELEVSKAYA,11 OCT 1963,URS,1,Tallinn (EST),11 AUG 1985,1202
53,745,6.93,1.9,Heike DRECHSLER,16 DEC 1964,GDR,1,Sydney (AUS),28 SEP 1985,1202
54,745,6.93,1.3,Eva MURKOVÁ,29 MAY 1962,TCH,1,Bratislava (TCH),04 SEP 1986,1202
55,745,6.93,0.6,Marieta ILCU,16 OCT 1962,ROU,1,Bucureşti (ROU),02 JUL 1987,1202
56,745,6.93,0.1,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,Bucureşti (ROU),17 SEP 1989,1202
57,745,6.93,1.7,Jackie JOYNER-KERSEE,03 MAR 1962,USA,q,"Norwalk, CA (USA)",15 JUN 1990,1202
58,745,6.93,1.0,Inessa KRAVETS,05 OCT 1966,URS,1,Villeneuve d'Ascq (FRA),29 JUN 1990,1202
59,745,6.93,,Inessa KRAVETS,05 OCT 1966,URS,1,"Seattle, WA (USA)",24 JUL 1990,1202
60,745,6.93,1.7,Larisa BEREZHNAYA,28 FEB 1961,URS,4,"Poljud Stadion, Split (CRO)",28 AUG 1990,1202
61,745,6.93,-0.1,Ludmila NINOVA,25 JUN 1960,AUT,1,Reims (FRA),30 JUN 1993,1202
62,745,6.93,,Larisa BEREZHNAYA,28 FEB 1961,UKR,1,Kyiv (UKR),03 JUL 1993,1202
63,745,6.93,0.3,Svetlana MOSKALETS,22 JAN 1969,RUS,ce,Götzis (AUT),28 MAY 1995,1202
64,745,6.93,,Heike DRECHSLER,16 DEC 1964,GER,1,Gladbeck (GER),12 JUL 1995,1202
65,745,6.93,0.8,Fiona MAY,12 DEC 1969,ITA,,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1202
66,745,6.93,1.8,Shana WILLIAMS,07 APR 1972,USA,2,"Atlanta, GA (USA)",23 JUN 1996,1202
67,745,6.93,0.0,Marion JONES,12 OCT 1975,USA,1,"Indianapolis, IN (USA)",15 JUN 1997,1202
68,745,6.93,0.5,Niurka MONTALVO,04 JUN 1968,CUB,1,Rieti (ITA),30 AUG 1998,1202
69,745,6.93,-1.0,Paraskevi TSIAMITA,10 MAR 1972,GRE,1,Patra (GRE),01 AUG 1999,1208
70,745,6.93,0.0,Maurren Higa MAGGI,25 JUN 1976,BRA,2,Rio de Janeiro (BRA),14 MAY 2000,1202
71,745,6.93,0.7,Marion JONES,12 OCT 1975,USA,1,Zürich (SUI),11 AUG 2000,1202
72,745,6.93,-0.3,Tatyana KOTOVA,11 DEC 1976,RUS,3,Tula (RUS),31 JUL 2004,1203
73,745,6.93,,Natalya LEBUSOVA,04 APR 1978,RUS,2,Tula (RUS),15 JUL 2006,1202
74,745,6.93,1.3,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1202
75,745,6.93,0.5,Irina MELESHINA,25 MAY 1982,RUS,1,Moskva (RUS),29 JUN 2007,1202
76,745,6.93,1.6,Karin MEY MELIS,31 MAY 1983,RSA,1,Bad Langensalza (GER),07 JUL 2007,1202
77,745,6.93,1.2,Brittney REESE,09 SEP 1986,USA,1,"Baton Rouge, LA (USA)",19 APR 2008,1202
78,745,6.93,0.6,Karin MEY MELIS,31 MAY 1983,RSA,2,Bad Langensalza (GER),07 JUN 2008,1202
79,745,6.93,0.9,Brittney REESE,09 SEP 1986,USA,1,"Des Moines, IA (USA)",12 JUN 2008,1202
80,745,6.93,1.6,Naide GOMES,20 NOV 1979,POR,1,Lisboa (POR),16 JUL 2008,1202
81,745,6.93,0.0,Brittney REESE,09 SEP 1986,USA,1,"Oxford, MS (USA)",10 APR 2010,1202
82,745,6.93,1.8,Darya KLISHINA,15 JAN 1991,RUS,1,Yerino (RUS),14 JUL 2012,1202
83,745,6.93,0.2,Tianna BARTOLETTA,30 AUG 1985,USA,1,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1202
84,745,6.93,0.5,Christabel NETTEY,02 JUN 1991,CAN,3,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1202
85,745,6.93,2.0,Quanesha BURKS,15 MAR 1995,USA,1,San José (CRC),09 AUG 2015,1202
86,745,6.93,2.0,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,Lutsk (UKR),17 JUN 2016,1202
87,745,6.93,1.7,Janay DELOACH,12 OCT 1985,USA,3,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1202
88,745,6.93,0.0,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,2,"Letzigrund, Zürich (SUI)",01 SEP 2016,1202
89,745,6.93,0.8,Caterine IBARGUEN,12 FEB 1984,COL,1,Ostrava (CZE),09 SEP 2018,1202
90,745,6.93,0.2,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,"Regional Sport Complex, Brest (BLR)",17 JUL 2020,1202
91,745,6.93,0.3,Khaddi SAGNIA,20 APR 1994,SWE,1q1,"Ryavallen, Borås (SWE)",28 AUG 2021,1202
92,793,6.92,1.6,Angela VOIGT,18 MAY 1951,GDR,1,Dresden (GER),09 MAY 1976,1200
93,793,6.92,,Tatyana SKACHKO,18 AUG 1954,URS,1,Donetsk (URS),09 SEP 1980,1200
94,793,6.92,,Valy IONESCU,31 AUG 1960,ROU,1,Poiana Brasov (ROU),20 JUL 1982,1200
95,793,6.92,,Tatyana SKACHKO,18 AUG 1954,URS,1,Voroshilovgrad (URS),23 AUG 1982,1200
96,793,6.92,1.8,Eva MURKOVÁ,29 MAY 1962,TCH,1,Banská Bystrica (TCH),11 JUN 1983,1200
97,793,6.92,0.7,Helga RADTKE,16 MAY 1962,GDR,q,Praha (TCH),16 AUG 1984,1200
98,793,6.92,,Carol LEWIS,08 AUG 1963,USA,1,"Walnut, CA (USA)",28 APR 1985,1200
99,793,6.92,0.8,Vera OLENCHENKO,21 MAR 1959,URS,1,Baku (AZE),22 SEP 1985,1200
0,793,6.92,1.0,Helga RADTKE,16 MAY 1962,GDR,1,Potsdam (GDR),12 JUN 1986,1200
1,793,6.92,1.3,Nijolé MEDVEDEVA,20 OCT 1960,URS,1,Riga (LAT),31 MAY 1987,1200
2,793,6.92,1.6,Heike GRABE,11 MAR 1962,GDR,2,Bratislava (TCH),13 JUN 1987,1200
3,793,6.92,-1.3,Nijolé MEDVEDEVA,20 OCT 1960,URS,2,Moskva (URS),22 AUG 1987,1207
4,793,6.92,,Marieta ILCU,16 OCT 1962,ROU,2,Ankara (TUR),17 JUL 1988,1200
5,793,6.92,0.5,Yolanda CHEN,26 JUL 1961,URS,1,Moskva (URS),07 AUG 1988,1200
6,793,6.92,2.0,Helga RADTKE,16 MAY 1962,GDR,1,Berlin (GER),05 JUL 1989,1200
7,793,6.92,1.7,Shuzhen LIU,07 MAY 1966,CHN,1,Beijing (CHN),24 JUN 1990,1200
8,793,6.92,0.9,Heike DRECHSLER,16 DEC 1964,GDR,1q1,"Poljud Stadion, Split (CRO)",27 AUG 1990,1200
9,793,6.92,1.4,Ludmila NINOVA,25 JUN 1960,AUT,1,Paris-St-Denis (FRA),04 JUN 1992,1200
10,793,6.92,0.6,Larisa BEREZHNAYA,28 FEB 1961,UKR,1,Udine (ITA),28 JUN 1992,1200
11,793,6.92,0.2,Larisa BEREZHNAYA,28 FEB 1961,UKR,2,Nice (FRA),15 JUL 1992,1200
12,793,6.92,,Heike DRECHSLER,16 DEC 1964,GER,1,Arnsberg (GER),09 JUN 1993,1200
13,793,6.92,1.7,Inessa KRAVETS,05 OCT 1966,UKR,2,Villeneuve d'Ascq (FRA),08 JUL 1994,1200
14,793,6.92,,Olena KHLOPOTNOVA,04 AUG 1963,UKR,1,Kyiv (UKR),26 MAY 1995,1200
15,793,6.92,-0.1,Viktoriya VERSHININA,11 JUN 1971,UKR,1,Kyiv (UKR),18 MAY 1996,1200
16,793,6.92,1.2,Lyudmila GALKINA,20 JAN 1972,RUS,1,Sevilla (ESP),30 MAY 1998,1200
17,793,6.92,-1.2,Fiona MAY,12 DEC 1969,ITA,2,Paris (FRA),29 JUL 1998,1207
18,793,6.92,0.0,Niurka MONTALVO,04 JUN 1968,CUB,2,Leverkusen (GER),09 AUG 1998,1200
19,793,6.92,-0.1,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,Palma de Mallorca (ESP),13 JUL 1999,1200
20,793,6.92,0.5,Viktoriya VERSHININA,11 JUN 1971,UKR,1,Belaya Tserkva (UKR),25 JUL 1999,1200
21,793,6.92,1.5,Erica JOHANSSON,05 FEB 1974,SWE,1,Stockholm (SWE),30 JUL 1999,1200
22,793,6.92,1.3,Yingnan GUAN,25 APR 1977,CHN,1,Beijing (CHN),01 SEP 2000,1200
23,793,6.92,1.1,Fiona MAY,12 DEC 1969,ITA,2,"Olympic Stadium, Sydney (AUS)",29 SEP 2000,1200
24,793,6.92,0.1,Fiona MAY,12 DEC 1969,ITA,2,Thessaloniki (GRE),22 AUG 2001,1200
25,793,6.92,1.6,Maurren Higa MAGGI,25 JUN 1976,BRA,,São Paulo (BRA),13 APR 2002,1200
26,793,6.92,-0.3,Tatyana KOTOVA,11 DEC 1976,RUS,2,"Stade Louis II, Monaco (MON)",14 SEP 2003,1201
27,793,6.92,1.7,Concepción MONTANER,14 JAN 1981,ESP,2,Madrid (ESP),16 JUL 2005,1200
28,793,6.92,0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1200
29,793,6.92,0.5,Oksana UDMURTOVA,01 FEB 1982,RUS,2,Moskva (RUS),29 JUN 2007,1200
30,793,6.92,-0.3,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,2,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1201
31,793,6.92,1.0,Maurren Higa MAGGI,25 JUN 1976,BRA,,"Eugene, OR (USA)",08 JUN 2008,1200
32,793,6.92,0.2,Yelena SOKOLOVA,23 JUL 1986,RUS,1,Cheboksary (RUS),24 JUL 2009,1200
33,793,6.92,0.7,Ineta RADEVIČA,13 JUL 1981,LAT,1,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1200
34,793,6.92,0.1,Naide GOMES,20 NOV 1979,POR,2,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1200
35,793,6.92,0.5,Yelena SOKOLOVA,23 JUL 1986,RUS,1,"Letzigrund, Zürich (SUI)",30 AUG 2012,1200
36,793,6.92,1.3,Funmi JIMOH,29 MAY 1984,USA,4,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1200
37,793,6.92,1.8,Blessing OKAGBARE,09 OCT 1988,NGR,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1200
38,793,6.92,1.9,Shara PROCTOR,16 SEP 1988,GBR,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1200
